"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Gerência Regional / GO","860783/2020","Requerimento de Registro de Licença","Licenciamento","26.613.323/0001-44","MEIRELES MATERIAIS PARA CONSTRUÇÃO LTDA","LUZIÂNIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860748/2020","Requerimento de Registro de Licença","Licenciamento","26.613.323/0001-44","MEIRELES MATERIAIS PARA CONSTRUÇÃO LTDA","LUZIÂNIA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860624/2020","Requerimento de Registro de Licença","Licenciamento","26.613.323/0001-44","MEIRELES MATERIAIS PARA CONSTRUÇÃO LTDA","LUZIÂNIA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860548/2024","Requerimento de Registro de Licença","Licenciamento","26.613.323/0001-44","MEIRELES MATERIAIS PARA CONSTRUÇÃO LTDA","LUZIÂNIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","862796/2011","Requerimento de Registro de Licença","Licenciamento","26.613.323/0001-44","MEIRELES MATERIAIS PARA CONSTRUÇÃO LTDA","LUZIÂNIA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861794/2010","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","PLANALTINA - GO","ARGILA, ARGILA, CALCÁRIO DOLOMÍTICO, CALCÁRIO DOLOMÍTICO","Brita, Cerâmica vermelha, Construção civil, Corretivo de solo","Sim"
"Gerência Regional / GO","860687/2005","Requerimento de Autorização de Pesquisa","Licenciamento","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860637/2007","Requerimento de Registro de Licença","Licenciamento","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","GUARANI DE GOIÁS - GO","CALCÁRIO, CALCÁRIO DOLOMÍTICO","Corretivo de solo, Fabricação de cal","Sim"
"Gerência Regional / GO","862847/2008","Requerimento de Registro de Licença","Licenciamento","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CABECEIRAS - GO","CALCÁRIO","Corretivo de solo","Sim"
"Gerência Regional / GO","861015/2015","Requerimento de Registro de Licença","Licenciamento","00.057.240/0001-22","CIPLAN CIMENTO PLANALTO SA","PLANALTINA - GO","AREIA, ARGILA","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","862086/2007","Requerimento de Registro de Licença","Licenciamento","00.278.143/0001-60","Fornecedora Sobrinho de Areia e Cascalho","LUZIÂNIA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861354/2013","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","00.290.102/0001-99","BRITAS E BRITAS LTDA","CEZARINA - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","860195/2010","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","00.803.395/0001-60","OURO PRETO ENGENHARIA E CONSULTORIA LTDA","JARAGUÁ - GO","AREIA, CASCALHO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","861969/2011","Requerimento de Registro de Licença","Licenciamento","00.902.742/0001-02","CALMASA CALCARIO MAMBAI LTDA","MAMBAÍ - GO","CALCÁRIO","Corretivo de solo","Sim"
"Gerência Regional / GO","860980/2009","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861369/2012","Requerimento de Registro de Licença","Licenciamento","01.179.837/0001-02","CERAMICA SO TIJOLOS SANTO ANTONIO LTDA","PONTALINA - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","861700/2021","Requerimento de Registro de Licença","Licenciamento","01.599.729/0001-99","DISTRAN DISTRIBUIDORA INDUSTRIA E TRANSPORTES LTDA","SILVÂNIA - GO","AREIA, ARGILA","Cerâmica vermelha, Construção civil","Sim"
"Gerência Regional / GO","860824/2014","Requerimento de Registro de Licença","Licenciamento","01.814.193/0001-87","OLARIA CAJUEIRO LTDA","SILVÂNIA - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","861542/2009","Requerimento de Registro de Licença","Licenciamento","01.825.710/0001-13","RIBEIRO CASTRO LTDA","SILVÂNIA - GO","AREIA, ARGILA","Cerâmica vermelha, Construção civil","Sim"
"Gerência Regional / GO","860397/2000","Requerimento de Registro de Licença","Licenciamento","01.829.378/0001-65","MINERACAO FORTALEZA LTDA","CACHOEIRA ALTA - GO","BASALTO","Brita","Sim"
"Gerência Regional / GO","861678/2013","Requerimento de Registro de Licença","Licenciamento","02.037.799/0001-16","ANA LUCIA DE OLIVEIRA PORTO","NIQUELÂNDIA - GO","FILITO","Pedra de talhe","Sim"
"Gerência Regional / GO","860380/2001","Requerimento de Registro de Licença","Licenciamento","02.120.558/0001-36","NUNES ROSA LIMITADA","CAMPO ALEGRE DE GOIÁS - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","860018/2001","Requerimento de Registro de Licença","Licenciamento","02.194.447/0001-74","Cipal Caixeta Indústria de Produtos de Argila Ltda","SILVÂNIA - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","862054/2011","Requerimento de Registro de Licença","Licenciamento","02.241.288/0001-11","Calistrato e Guimaraes Ltda Epp","NIQUELÂNDIA - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","860472/2001","Requerimento de Registro de Licença","Licenciamento","02.800.373/0001-72","ENGEBRITA CALCARIO LTDA","FORMOSA - GO","CALCÁRIO","Corretivo de solo","Sim"
"Gerência Regional / GO","862064/2011","Requerimento de Registro de Licença","Licenciamento","02.805.570/0001-84","SUDARIO & RODOVALHO LTDA.","DAVINÓPOLIS - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","861208/2013","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","03.417.227/0001-25","TARCAL TRANSPORTES E MATERIAL DE CONSTRUCAO LTDA","PIRACANJUBA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860368/2018","Requerimento de Registro de Licença","Licenciamento","03.468.881/0001-68","Cerâmica Primavera Ltda ME","AMERICANO DO BRASIL - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","861938/2012","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","03.702.149/0001-00","RIBEIRO PAIVA AREIA EIRELI","RIO VERDE - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860111/2012","Requerimento de Registro de Licença","Licenciamento","24.826.331/0001-43","PORTO RICO EXTRACAO DE AREIA LTDA","NIQUELÂNDIA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861187/2009","Requerimento de Registro de Licença","Licenciamento","26.613.323/0001-44","MEIRELES MATERIAIS PARA CONSTRUÇÃO LTDA","LUZIÂNIA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861544/1995","Requerimento de Registro de Licença","Licenciamento","26.675.876/0001-21","José Luiz dos Santos O Fornecedor Me","CORUMBÁ DE GOIÁS - GO","QUARTZITO","Demais substâncias","Sim"
"Gerência Regional / GO","860214/2019","Requerimento de Registro de Licença","Licenciamento","26.949.545/0001-32","DRAGA BATISTA RAMOS LTDA","SILVÂNIA - GO","AREIA, ARGILA","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","862846/2008","Requerimento de Registro de Licença","Licenciamento","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CABECEIRAS - GO","CALCÁRIO","Corretivo de solo","Sim"
"Gerência Regional / GO","860118/2017","Requerimento de Registro de Licença","Licenciamento","32.474.215/0001-30","Granitos Retiro Ltda.","PORANGATU - GO","GRANITO","Brita","Sim"
"Gerência Regional / GO","861215/2010","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","57.633.521/0001-01","Minerpal Mineração e Comércio Ltda","GOIÁS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860548/2019","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","ARAGARÇAS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860284/2021","Requerimento de Registro de Licença","Licenciamento","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","ARAGARÇAS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860130/2019","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","PIRANHAS - GO","GRANITO","Brita","Sim"
"Gerência Regional / GO","860071/2020","Requerimento de Registro de Licença","Licenciamento","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","CAIAPÔNIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860034/2020","Requerimento de Registro de Licença","Licenciamento","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","BOM JARDIM DE GOIÁS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860033/2020","Requerimento de Registro de Licença","Licenciamento","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","BOM JARDIM DE GOIÁS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860032/2020","Requerimento de Registro de Licença","Licenciamento","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","PIRANHAS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860318/2004","Requerimento de Registro de Licença","Licenciamento","***.657.641-**","SAMUEL TAVARES CAETANO","CAMPESTRE DE GOIÁS - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","860330/2021","Requerimento de Registro de Licença","Licenciamento","***.259.609-**","valter samara","IACIARA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860680/2000","Requerimento de Registro de Licença","Licenciamento","***.590.511-**","Ricardo Cruvinel Câmara","CAMPESTRE DE GOIÁS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","862061/1995","Requerimento de Autorização de Pesquisa","Licenciamento","***.590.511-**","Ricardo Cruvinel Câmara","CAMPESTRE DE GOIÁS - GO, PALMEIRAS DE GOIÁS - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","861379/2012","Requerimento de Registro de Licença","Licenciamento","***.590.511-**","Ricardo Cruvinel Câmara","CAMPESTRE DE GOIÁS - GO","ARGILA","Construção civil","Sim"
"Gerência Regional / GO","860683/2000","Requerimento de Registro de Licença","Licenciamento","***.590.511-**","Ricardo Cruvinel Câmara","CAMPESTRE DE GOIÁS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860682/2000","Requerimento de Registro de Licença","Licenciamento","***.590.511-**","Ricardo Cruvinel Câmara","CAMPESTRE DE GOIÁS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860670/2013","Requerimento de Registro de Licença","Licenciamento","***.300.231-**","NELSON CURADO BERQUO","ARAGUAPAZ - GO, ARUANÃ - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860672/2013","Requerimento de Registro de Licença","Licenciamento","***.300.231-**","NELSON CURADO BERQUO","ARAGUAPAZ - GO, ARUANÃ - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860976/2012","Requerimento de Registro de Licença","Licenciamento","36.829.356/0001-80","CATALANA IND E COM DE ARTEFATOS DE CIMENTO E CONST LTDA","CUMARI - GO, NOVA AURORA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861846/2010","Requerimento de Registro de Licença","Licenciamento","37.047.461/0001-20","SÃO VALENTINM PRODUTOS CERÂMICOS LTDA - ME.","IPORÁ - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","860449/2016","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","50.170.281/0001-07","PEDREIRA ANHANGUERA S/A EMPRESA DE MINERACAO","GOIANIRA - GO","GRANODIORITO","Brita","Sim"
"Gerência Regional / GO","860321/1998","Requerimento de Registro de Licença","Licenciamento","50.170.281/0012-51","PEDREIRA ANHANGUERA S.A. - EMPRESA DE MINERAÇÃO","GOIANIRA - GO","GRANODIORITO","Demais substâncias","Sim"
"Gerência Regional / GO","861711/2011","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","61.156.568/0001-90","Constran S A Construções e Comércio","QUIRINÓPOLIS - GO","BASALTO","Brita","Sim"
"Gerência Regional / GO","862896/2011","Requerimento de Registro de Licença","Licenciamento","86.840.873/0001-28","Valdomiro Damião de Siqueira Me","SILVÂNIA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","862034/1995","Requerimento de Autorização de Pesquisa","Licenciamento","***.657.641-**","SAMUEL TAVARES CAETANO","CAMPESTRE DE GOIÁS - GO, PALMEIRAS DE GOIÁS - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860335/2021","Requerimento de Registro de Licença","Licenciamento","***.259.609-**","valter samara","IACIARA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860697/2009","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","***.915.631-**","RAFAEL ANTONIO BRUNO","URUAÇU - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860162/2008","Requerimento de Registro de Licença","Licenciamento","***.957.301-**","Jesus Juvencio de Faria","NOVA GLÓRIA - GO, RIALMA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860787/2020","Requerimento de Registro de Licença","Licenciamento","***.398.931-**","JOSE CRUVINEL DE MACEDO","MONTIVIDIU - GO","CASCALHO","Brita","Sim"
"Gerência Regional / GO","861353/2013","Requerimento de Registro de Licença","Licenciamento","***.875.301-**","JOSEVINO DA COSTA FERREIRA","TERESINA DE GOIÁS - GO","QUARTZITO","Brita","Sim"
"Gerência Regional / GO","860769/2009","Requerimento de Registro de Licença","Licenciamento","***.641.951-**","ILOMINO MARTINS ANDRADE","PIRANHAS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860693/2019","Requerimento de Registro de Licença","Licenciamento","***.552.981-**","EMIVAL RAMOS CAIADO FILHO","LUZIÂNIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860681/2000","Requerimento de Registro de Licença","Licenciamento","***.590.511-**","Ricardo Cruvinel Câmara","CAMPESTRE DE GOIÁS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860101/2007","Requerimento de Registro de Licença","Licenciamento","***.114.601-**","MANOEL CORREIA SOARES                                                           ","PORANGATU - GO, TROMBAS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860496/2016","Requerimento de Registro de Licença","Licenciamento","***.914.671-**","EDWARD MAGALHAES CHAVES","SÃO DOMINGOS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860475/2017","Requerimento de Registro de Licença","Licenciamento","***.858.861-**","MIGUEL ARCANJO MACHADO","FORMOSA - GO","ARGILA","Construção civil","Sim"
"Gerência Regional / GO","861816/2013","Requerimento de Registro de Licença","Licenciamento","***.932.701-**","Luiz Carlos Nunes de Bastos","ABADIÂNIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860530/2004","Requerimento de Registro de Licença","Licenciamento","***.796.701-**","MARCELO SILVA CURADO                                                            ","FORMOSA - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","860976/2006","Requerimento de Registro de Licença","Licenciamento","***.264.991-**","ABNER JESUS MOREIRA","MINEIROS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860671/2013","Requerimento de Registro de Licença","Licenciamento","***.300.231-**","NELSON CURADO BERQUO","ARAGUAPAZ - GO, ARUANÃ - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860493/2015","Requerimento de Registro de Licença","Licenciamento","***.782.488-**","Edison Machado da Silva","SANTA TEREZA DE GOIÁS - GO, TROMBAS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860766/2014","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","***.522.661-**","Pedro de Castro e Silva Filho","CRIXÁS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861792/2011","Requerimento de Registro de Licença","Licenciamento","***.439.101-**","OTANIEL VIEIRA DA SILVA","MORRINHOS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860831/2014","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","18.941.864/0001-73","Cerâmica Cruzeiro Ltda","CUMARI - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","861799/2005","Requerimento de Registro de Licença","Licenciamento","***.226.611-**","LACI CONSTANTINO SANTIAGO","AURILÂNDIA - GO","AREIA, SAIBRO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860658/2015","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860428/2017","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CALDAS NOVAS - GO, IPAMERI - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860194/2000","Requerimento de Registro de Licença","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO, MARZAGÃO - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861802/2012","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861139/2012","Requerimento de Registro de Licença","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861138/2012","Requerimento de Registro de Licença","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860800/2014","Requerimento de Registro de Licença","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860664/2015","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","ÁGUA LIMPA - GO, CORUMBAÍBA - GO, MARZAGÃO - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860663/2015","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO, MARZAGÃO - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860662/2015","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860661/2015","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CALDAS NOVAS - GO, CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860660/2015","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860931/2022","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","***.974.661-**","JOAQUIM DA SILVA PIRES","MINAÇU - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861205/2008","Requerimento de Registro de Licença","Licenciamento","03.497.835/0001-97","MINERACAO CERRADO EIRELI","FAINA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860146/2013","Requerimento de Registro de Licença","Licenciamento","03.497.835/0001-97","MINERACAO CERRADO EIRELI","ARAGUAPAZ - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860454/2012","Requerimento de Registro de Licença","Licenciamento","***.475.928-**","Marília Nize Mattoso Cardozo","CROMÍNIA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860848/2013","Requerimento de Registro de Licença","Licenciamento","***.475.928-**","Marília Nize Mattoso Cardozo","CROMÍNIA - GO, PROFESSOR JAMIL - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861483/2014","Requerimento de Registro de Licença","Licenciamento","***.821.301-**","ANTONIO GILVA DE ANDRADE","JESÚPOLIS - GO, SÃO FRANCISCO DE GOIÁS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861369/2015","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","04.478.554/0001-50","F.g. Vidigal & Cia Ltda","SÃO LUIZ DO NORTE - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860581/2013","Requerimento de Registro de Licença","Licenciamento","30.090.575/0001-03","RODOCON CONSTRUCOES RODOVIARIAS LTDA","PARAÚNA - GO","BASALTO","Brita","Sim"
"Gerência Regional / GO","860438/2017","Requerimento de Registro de Licença","Licenciamento","30.090.575/0001-03","RODOCON CONSTRUCOES RODOVIARIAS LTDA","PARAÚNA - GO","BASALTO","Brita","Sim"
"Gerência Regional / GO","860235/2006","Requerimento de Registro de Licença","Licenciamento","***.157.611-**","Eliezer Moreira Barros","CAIAPÔNIA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860330/2007","Requerimento de Registro de Licença","Licenciamento","02.544.638/0001-19","PEDRAS PONTE ALTA LTDA","CORUMBÁ DE GOIÁS - GO","AREIA, QUARTZITO","Construção civil, Pedra de talhe","Sim"
"Gerência Regional / GO","860676/2014","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","04.631.282/0001-86","EMPRESA BRASILEIRA DO QUARTZO LTDA","GOIANDIRA - GO","GRANITO","Brita","Sim"
"Gerência Regional / GO","861102/2023","Requerimento de Registro de Licença","Licenciamento","05.778.572/0001-10","COMERCIO VAREJISTA E ATACADISTA DE MATERIAIS DE CONSTRUCAO LTDA","JATAÍ - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861971/2011","Requerimento de Registro de Licença","Licenciamento","***.226.611-**","LACI CONSTANTINO SANTIAGO","SÃO LUÍS DE MONTES BELOS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860659/2015","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CORUMBAÍBA - GO, MARZAGÃO - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861169/2022","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","***.974.661-**","JOAQUIM DA SILVA PIRES","MINAÇU - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861621/2013","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","03.724.190/0001-88","VIZA AREIA E TRANSPORTE LTDA","NOVO GAMA - GO","QUARTZITO","Revestimento","Sim"
"Gerência Regional / GO","860082/2014","Requerimento de Mudança de Regime para Licenciamento","Licenciamento","***.191.551-**","REGINALDO RIBEIRO ALVES","SÃO FRANCISCO DE GOIÁS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860478/2000","Requerimento de Registro de Licença","Licenciamento","***.703.501-**","ABEDIAS RODRIGUES DA MATA","CACHOEIRA DE GOIÁS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860720/2018","Requerimento de Registro de Licença","Licenciamento","02.726.200/0001-51","OLARIA TRIUNFO LTDA","ANÁPOLIS - GO","ARGILA","Cerâmica vermelha","Sim"
"Gerência Regional / GO","861712/2011","Requerimento de Registro de Licença","Licenciamento","***.049.251-**","ALDERICO JOSE DE FARIA","BARRO ALTO - GO, NIQUELÂNDIA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
