"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Gerência Regional / GO","860345/2018","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","00.264.528/0001-78","GUIDONI BRASIL S/A","MINAÇU - GO","QUARTZO","Revestimento","Sim"
"Gerência Regional / GO","861540/2011","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.059.930/0001-83","CALCARIO SANTA TEREZA LTDA","FORMOSO - GO","CALCÁRIO CALCÍTICO, CALCÁRIO DOLOMÍTICO","Corretivo de solo, Fabricação de cal","Sim"
"Gerência Regional / GO","861376/2016","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.059.930/0001-83","CALCARIO SANTA TEREZA LTDA","FORMOSO - GO","CALCÁRIO","Fabricação de cimento","Sim"
"Gerência Regional / GO","861075/2005","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860567/2019","Requerimento de Cessão parcial","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","IPAMERI - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860566/2019","Requerimento de Cessão parcial","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","IPAMERI - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860565/2019","Requerimento de Cessão parcial","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","IPAMERI - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860422/2011","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860394/2009","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","LUZIÂNIA - GO, ORIZONA - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860288/2018","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","CRISTALINA - GO, LUZIÂNIA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860238/2011","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860154/2017","Requerimento de Cessão parcial","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","CRISTALINA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860077/2014","Requerimento de Cessão parcial","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860076/2014","Requerimento de Cessão parcial","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860015/2010","Requerimento de Cessão parcial","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861454/2016","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","IPAMERI - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860562/2006","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.413.855/0001-07","GOIASCAL MINERACAO E CALCARIO LTDA","INDIARA - GO","CALCÁRIO","Fabricação de cimento","Sim"
"Gerência Regional / GO","860181/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.413.855/0001-07","GOIASCAL MINERACAO E CALCARIO LTDA","CEZARINA - GO, INDIARA - GO","AREIA, CALCÁRIO, CALCÁRIO CALCÍTICO, CALCÁRIO DOLOMÍTICO","Construção civil, Corretivo de solo, Corretivo de solo, Fabricação de cal","Sim"
"Gerência Regional / GO","861323/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.413.855/0001-07","GOIASCAL MINERACAO E CALCARIO LTDA","INDIARA - GO","CALCÁRIO, CALCÁRIO","Fabricação de cal, Fabricação de cimento","Sim"
"Gerência Regional / GO","860839/1988","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","01.413.855/0001-07","GOIASCAL MINERACAO E CALCARIO LTDA","PIRACANJUBA - GO","GRANITO","Demais substâncias","Sim"
"Gerência Regional / GO","860526/2018","Requerimento de Cessão parcial","Requerimento de Lavra","02.110.260/0001-45","JANDAIA CALCARIO AGRICOLA LTDA","JANDAIA - GO","CALCÁRIO, MÁRMORE, MINÉRIO DE TITÂNIO","Brita, Corretivo de solo, Industrial","Sim"
"Gerência Regional / GO","860525/2018","Requerimento de Cessão parcial","Requerimento de Lavra","02.110.260/0001-45","JANDAIA CALCARIO AGRICOLA LTDA","JANDAIA - GO","CALCÁRIO, MÁRMORE, MINÉRIO DE TITÂNIO","Brita, Corretivo de solo, Industrial","Sim"
"Gerência Regional / GO","861193/2014","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.683.365/0001-93","BRASIL MINERIOS S/A","SANCLERLÂNDIA - GO, SÃO LUÍS DE MONTES BELOS - GO","VERMICULITA","Industrial","Sim"
"Gerência Regional / GO","860830/2011","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.683.365/0001-93","BRASIL MINERIOS S/A","SANCLERLÂNDIA - GO","VERMICULITA","Industrial","Sim"
"Gerência Regional / GO","860713/2016","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.683.365/0001-93","BRASIL MINERIOS S/A","SANCLERLÂNDIA - GO, SÃO LUÍS DE MONTES BELOS - GO","VERMICULITA","Industrial","Sim"
"Gerência Regional / GO","861421/2015","Requerimento de Disponibilidade para lavra","Requerimento de Lavra","02.683.365/0001-93","BRASIL MINERIOS S/A","SÃO LUÍS DE MONTES BELOS - GO","VERMICULITA","Industrial","Sim"
"Gerência Regional / MG","831741/2020","Requerimento de Cessão parcial","Requerimento de Lavra","02.769.183/0001-30","AREIA MENEZES LTDA.","ARAGUARI - MG, CUMARI - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860312/2001","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.785.798/0001-50","ITACUA INDUSTRIA E COMERCIO DE MINERIOS LTDA","ANICUNS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860766/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.800.373/0001-72","ENGEBRITA CALCARIO LTDA","FORMOSA - GO","CALCÁRIO, CALCÁRIO CALCÍTICO, CALCÁRIO DOLOMÍTICO","Corretivo de solo, Corretivo de solo, Fabricação de cimento","Sim"
"Gerência Regional / GO","860134/2014","Requerimento de Cessão parcial","Requerimento de Lavra","03.007.590/0001-72","BRITAGO MINERACAO INDUSTRIA E COMERCIO LTDA","SANTA BÁRBARA DE GOIÁS - GO","DIORITO, MINÉRIO DE FERRO","Brita, Industrial","Sim"
"Gerência Regional / GO","861439/2011","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","03.007.590/0001-72","BRITAGO MINERACAO INDUSTRIA E COMERCIO LTDA","SANTA BÁRBARA DE GOIÁS - GO, TRINDADE - GO","DIORITO, MINÉRIO DE FERRO","Brita, Industrial","Sim"
"Gerência Regional / GO","860504/2003","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.656.452/0001-80","VOTORANTIM CIMENTOS N/NE S/A","PLANALTINA - GO","CALCÁRIO","Fabricação de cimento","Sim"
"Gerência Regional / GO","860524/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","19.677.954/0001-61","MINERAÇÃO MONTE CARMELO LTDA","CAMPO ALEGRE DE GOIÁS - GO","ARGILA, TURFA","Energético, Industrial","Sim"
"Gerência Regional / GO","860523/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","19.677.954/0001-61","MINERAÇÃO MONTE CARMELO LTDA","IPAMERI - GO","ARGILA","Industrial","Sim"
"Gerência Regional / GO","811708/1976","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.473.074/0001-39","BHJ MINERAÇÃO LTDA.                                                             ","BRASÍLIA - DF, PLANALTINA - GO","AREIA, CASCALHO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","811707/1976","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.473.074/0001-39","BHJ MINERAÇÃO LTDA.                                                             ","BRASÍLIA - DF, PLANALTINA - GO","AREIA, CASCALHO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","861081/2003","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","861080/2003","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","861079/2003","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","861077/2003","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860963/1995","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO, SÃO DOMINGOS - GO","CALCÁRIO CALCÍTICO, CALCÁRIO DOLOMÍTICO, FOSFATO","Corretivo de solo, Corretivo de solo, Demais substâncias","Sim"
"Gerência Regional / GO","860953/2003","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","SÃO DOMINGOS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860915/2005","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","COCALZINHO DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860914/2003","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","IACIARA - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860836/2005","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","GUARANI DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860750/2002","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO, SÃO DOMINGOS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860748/2012","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","PLANALTINA - GO","ARGILA, ARGILA","Cerâmica vermelha, Construção civil","Sim"
"Gerência Regional / GO","860743/1998","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860730/2015","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CABECEIRAS - GO","CALCÁRIO, CALCÁRIO, CALCÁRIO, CALCÁRIO","Brita, Corretivo de solo, Fabricação de cal, Fabricação de cimento","Sim"
"Gerência Regional / GO","860688/2005","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860666/2004","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CABECEIRAS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860582/1997","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CABECEIRAS - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","860560/2002","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","SÃO DOMINGOS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860559/2002","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","SÃO DOMINGOS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860547/2015","Requerimento de Cessão parcial","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO, CALCÁRIO","Brita, Corretivo de solo","Sim"
"Gerência Regional / GO","860546/2015","Requerimento de Cessão parcial","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO, CALCÁRIO","Brita, Corretivo de solo","Sim"
"Gerência Regional / GO","860545/2015","Requerimento de Cessão parcial","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO, CALCÁRIO","Brita, Corretivo de solo","Sim"
"Gerência Regional / GO","860544/2015","Requerimento de Cessão parcial","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO, CALCÁRIO","Brita, Corretivo de solo","Sim"
"Gerência Regional / GO","860543/2004","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CABECEIRAS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860434/2004","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","MONTE ALEGRE DE GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860369/2004","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CAMPOS BELOS - GO, SÃO DOMINGOS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860366/2004","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CAMPOS BELOS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860365/2004","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CAMPOS BELOS - GO, SÃO DOMINGOS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860364/2004","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CAMPOS BELOS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860363/2004","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CAMPOS BELOS - GO, LAVANDEIRA - TO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860230/2009","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","PADRE BERNARDO - GO","CALCÁRIO","Corretivo de solo","Sim"
"Gerência Regional / GO","862108/2005","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","SÃO DOMINGOS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","861514/2012","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","GUARANI DE GOIÁS - GO","CALCÁRIO","Corretivo de solo","Sim"
"Gerência Regional / GO","861400/2007","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","CABECEIRAS - GO","CALCÁRIO","Fabricação de cimento","Sim"
"Gerência Regional / GO","861086/2003","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","861084/2004","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","DIVINÓPOLIS DE GOIÁS - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860253/2001","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","32.440.901/0001-90","CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA","CARMO DO RIO VERDE - GO, ITAPURANGA - GO","GNAISSE, GNAISSE, GRANITO","Brita, Revestimento, Revestimento","Sim"
"Gerência Regional / GO","861345/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.039.223/0001-11","CIMENTO TUPI S.A. EM RECUPERACAO JUDICIAL","FORMOSA - GO","ARGILA, CALCÁRIO, MINÉRIO DE OURO, QUARTZITO","Fabricação de cimento, Industrial, Industrial, Industrial","Sim"
"Gerência Regional / GO","860956/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.039.223/0001-11","CIMENTO TUPI S.A. EM RECUPERACAO JUDICIAL","FORMOSA - GO","CALCÁRIO, CALCÁRIO, CALCÁRIO DOLOMÍTICO, GRANITO, QUARTZITO","Corretivo de solo, Corretivo de solo, Fabricação de cimento, Revestimento, Revestimento","Sim"
"Gerência Regional / GO","861782/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CAÇU - GO, SÃO SIMÃO - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","861688/2013","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","QUIRINÓPOLIS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861687/2013","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","QUIRINÓPOLIS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861686/2013","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CACHOEIRA ALTA - GO, QUIRINÓPOLIS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861685/2013","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CACHOEIRA ALTA - GO, QUIRINÓPOLIS - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861659/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","ITARUMÃ - GO, LIMEIRA DO OESTE - MG","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","861657/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CAÇU - GO, SÃO SIMÃO - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","861329/2015","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CACHOEIRA ALTA - GO, CAÇU - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861115/2005","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SANTA VITÓRIA - MG, SÃO SIMÃO - GO","DIAMANTE INDUSTRIAL","Industrial","Sim"
"Gerência Regional / GO","861030/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SANTA VITÓRIA - MG, SÃO SIMÃO - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","861003/2007","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","ITAJÁ - GO, ITARUMÃ - GO, LIMEIRA DO OESTE - MG","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860969/2002","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","JATAÍ - GO, RIO VERDE - GO","CASCALHO","Demais substâncias","Sim"
"Gerência Regional / GO","860884/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CACHOEIRA ALTA - GO, QUIRINÓPOLIS - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860778/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","QUIRINÓPOLIS - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860657/1990","Requerimento de Registro de Licença","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SANTA VITÓRIA - MG, SÃO SIMÃO - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860474/2001","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SANTA VITÓRIA - MG, SÃO SIMÃO - GO","DIAMANTE INDUSTRIAL","Industrial","Sim"
"Gerência Regional / GO","860272/2020","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SÃO SIMÃO - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860271/2020","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SÃO SIMÃO - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860270/2020","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SÃO SIMÃO - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860269/2020","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SÃO SIMÃO - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860268/2020","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SÃO SIMÃO - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860267/2020","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","SÃO SIMÃO - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860224/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","PADRE BERNARDO - GO, VILA PROPÍCIO - GO","AREIA, DIAMANTE, DIAMANTE","Construção civil, Gema, Industrial","Sim"
