"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Gerência Regional / GO","811050/1968","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.683.365/0001-93","BRASIL MINERIOS S/A","SÃO LUÍS DE MONTES BELOS - GO","ANTOFILITA, VERMICULITA, VERMICULITA","Demais substâncias, Industrial, Industrial","Sim"
"Gerência Regional / GO","811113/1968","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.184.226/0019-69","ANGLO AMERICAN NIQUEL BRASIL LTDA","NIQUELÂNDIA - GO","NÍQUEL","Demais substâncias","Sim"
"Gerência Regional / GO","812854/1968","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.328.063/0001-20","Mineração Mozondó Ltda","PLANALTINA - GO","CALCÁRIO, DOLOMITO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","814093/1968","Requerimento de Autorização de Pesquisa","Concessão de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","PLANALTINA - GO","CALCÁRIO DOLOMÍTICO","Demais substâncias","Sim"
"Gerência Regional / GO","816757/1968","Requerimento de Autorização de Pesquisa","Concessão de Lavra","60.869.336/0001-17","CSN CIMENTOS BRASIL S.A.","COCALZINHO DE GOIÁS - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","800464/1969","Requerimento de Autorização de Pesquisa","Concessão de Lavra","00.162.123/0001-29","MINERACAO PEDRA LINDA LTDA","SANTO ANTÔNIO DO DESCOBERTO - GO","FERRO, MANGANÊS","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","800745/1969","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.736.347/0001-60","GOLAJE EXTRACAO DE LAJES LTDA","CRISTALINA - GO","QUARTZITO, QUARTZO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","807493/1969","Requerimento de Autorização de Pesquisa","Concessão de Lavra","37.883.097/0001-38","CALCARIO OURO BRANCO LTDA","INDIARA - GO","CALCÁRIO, MÁRMORE","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","815129/1969","Requerimento de Autorização de Pesquisa","Concessão de Lavra","09.433.698/0001-03","Companhia Niquel Santa Fé","IPORÁ - GO","NÍQUEL","Demais substâncias","Sim"
"Gerência Regional / GO","815130/1969","Requerimento de Autorização de Pesquisa","Concessão de Lavra","09.433.698/0001-03","Companhia Niquel Santa Fé","IPORÁ - GO","NÍQUEL","Demais substâncias","Sim"
"Gerência Regional / GO","815131/1969","Requerimento de Autorização de Pesquisa","Concessão de Lavra","09.433.698/0001-03","Companhia Niquel Santa Fé","IPORÁ - GO, ISRAELÂNDIA - GO","NÍQUEL","Demais substâncias","Sim"
"Gerência Regional / GO","815132/1969","Requerimento de Autorização de Pesquisa","Concessão de Lavra","09.433.698/0001-03","Companhia Niquel Santa Fé","IPORÁ - GO","NÍQUEL","Demais substâncias","Sim"
"Gerência Regional / GO","818726/1969","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.184.226/0019-69","ANGLO AMERICAN NIQUEL BRASIL LTDA","NIQUELÂNDIA - GO","AMIANTO, MICA, NÍQUEL","Demais substâncias, Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","800423/1970","Requerimento de Autorização de Pesquisa","Concessão de Lavra","60.869.336/0001-17","CSN CIMENTOS BRASIL S.A.","COCALZINHO DE GOIÁS - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","811902/1970","Requerimento de Autorização de Pesquisa","Concessão de Lavra","62.258.884/0001-36","INTERCEMENT BRASIL S/A - EM RECUPERACAO JUDICIAL","CEZARINA - GO","ARGILA","Demais substâncias","Sim"
"Gerência Regional / GO","813086/1970","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.638.832/0001-09","CIA. MELHORAMENTOS DE CALDAS NOVAS","CALDAS NOVAS - GO","ÁGUA MINERAL, MANGANÊS","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","813379/1970","Requerimento de Autorização de Pesquisa","Concessão de Lavra","10.936.580/0001-87","MINERACAO BOA VISTA LTDA","ÁGUA FRIA DE GOIÁS - GO, NIQUELÂNDIA - GO, SÃO JOÃO D'ALIANÇA - GO","MANGANÊS","Demais substâncias","Sim"
"Gerência Regional / GO","814258/1970","Requerimento de Autorização de Pesquisa","Concessão de Lavra","10.936.580/0001-87","MINERACAO BOA VISTA LTDA","SÃO JOÃO D'ALIANÇA - GO","MANGANÊS","Demais substâncias","Sim"
"Gerência Regional / GO","816021/1970","Requerimento de Autorização de Pesquisa","Concessão de Lavra","48.656.146/0001-16","MINERACAO MACEDO LTDA","NIQUELÂNDIA - GO","NÍQUEL","Demais substâncias","Sim"
"Gerência Regional / GO","817951/1970","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.540.029/0001-91","GOIAS VERMICULITA SA","OUVIDOR - GO","APATITA, TITÂNIO, VERMICULITA","Demais substâncias, Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","805835/1971","Requerimento de Autorização de Pesquisa","Concessão de Lavra","09.433.698/0001-03","Companhia Niquel Santa Fé","SANTA FÉ DE GOIÁS - GO","VERMICULITA","Demais substâncias","Sim"
"Gerência Regional / GO","805985/1971","Requerimento de Autorização de Pesquisa","Concessão de Lavra","48.656.146/0001-16","MINERACAO MACEDO LTDA","NIQUELÂNDIA - GO","COBALTO, COBRE, NÍQUEL","Demais substâncias, Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","818544/1971","Requerimento de Autorização de Pesquisa","Concessão de Lavra","00.104.067/0001-76","RIMIL RIALMA MINERACAO LTDA","HIDROLINA - GO, PILAR DE GOIÁS - GO","TALCO","Demais substâncias","Sim"
"Gerência Regional / GO","821197/1971","Requerimento de Autorização de Pesquisa","Concessão de Lavra","00.519.280/0001-49","MAP MINERACAO AGRO PECUARIA LIMITADA","BRASÍLIA - DF, PLANALTINA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","823273/1971","Requerimento de Autorização de Pesquisa","Concessão de Lavra","62.258.884/0001-36","INTERCEMENT BRASIL S/A - EM RECUPERACAO JUDICIAL","CEZARINA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","824205/1971","Requerimento de Autorização de Pesquisa","Concessão de Lavra","00.640.169/0001-06","INDAIATUR - INDAIA TURISMO LTDA","ITAJÁ - GO, PARANAÍBA - MS","ÁGUAS TERMAIS","Demais substâncias","Sim"
"Gerência Regional / GO","806837/1972","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.787.125/0001-39","PIRECAL PIRENOPOLIS CALCARIO LTDA","VILA PROPÍCIO - GO","DOLOMITO","Demais substâncias","Sim"
"Gerência Regional / GO","806838/1972","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.840.072/0001-72","MIBASA MINERADORA BARRO ALTO LTDA","VILA PROPÍCIO - GO","DOLOMITO","Demais substâncias","Sim"
"Gerência Regional / GO","809896/1972","Requerimento de Autorização de Pesquisa","Concessão de Lavra","24.348.469/0001-84","CMA AGRONEGOCIOS LTDA","ITABERAÍ - GO","BERILO","Demais substâncias","Sim"
"Gerência Regional / GO","814326/1972","Requerimento de Autorização de Pesquisa","Concessão de Lavra","51.334.345/0001-12","PEDRA PRETA MINERACAO LTDA","SÃO JOÃO D'ALIANÇA - GO","MANGANÊS","Demais substâncias","Sim"
"Gerência Regional / GO","814335/1972","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.342.930/0001-96","Sucal Mineração Ltda","PEROLÂNDIA - GO","BASALTO, DOLOMITO","Brita, Demais substâncias","Sim"
"Gerência Regional / GO","816480/1972","Requerimento de Autorização de Pesquisa","Concessão de Lavra","06.235.513/0001-68","Prometálica Mineração Centro Oeste S A","AMERICANO DO BRASIL - GO, MOSSÂMEDES - GO","COBALTO, COBRE, NÍQUEL","Demais substâncias, Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","803343/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","26.108.898/0001-00","CMOC BRASIL MINERACAO, INDUSTRIA E PARTICIPACOES LTDA.","CATALÃO - GO","NIÓBIO","Demais substâncias","Sim"
"Gerência Regional / GO","803603/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","00.162.123/0001-29","MINERACAO PEDRA LINDA LTDA","CAVALCANTE - GO","BERILO, ESTANHO, MOSCOVITA","Demais substâncias, Gema, Industrial","Sim"
"Gerência Regional / GO","804392/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","60.869.336/0001-17","CSN CIMENTOS BRASIL S.A.","COCALZINHO DE GOIÁS - GO","ARGILA, LIMONITA","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","806590/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","00.751.537/0001-93","MINERAÇÃO INGAZEIRA LTDA","MINAÇU - GO","CASSITERITA","Demais substâncias","Sim"
"Gerência Regional / GO","807536/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.176.941/0001-20","SALOMÃO MINERAÇÃO LTDA.","MONTE ALEGRE DE GOIÁS - GO","CASSITERITA","Demais substâncias","Sim"
"Gerência Regional / GO","807538/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.176.941/0001-20","SALOMÃO MINERAÇÃO LTDA.","MONTE ALEGRE DE GOIÁS - GO","CASSITERITA","Demais substâncias","Sim"
"Gerência Regional / GO","807539/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.176.941/0001-20","SALOMÃO MINERAÇÃO LTDA.","MONTE ALEGRE DE GOIÁS - GO","CASSITERITA","Demais substâncias","Sim"
"Gerência Regional / GO","807540/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","13.568.566/0001-66","MINERACAO GNB LTDA","MONTE ALEGRE DE GOIÁS - GO","CASSITERITA","Demais substâncias","Sim"
"Gerência Regional / GO","811966/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","60.869.336/0001-17","CSN CIMENTOS BRASIL S.A.","COCALZINHO DE GOIÁS - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","812761/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.846.902/0001-00","AG MINERACAO LTDA","BRASÍLIA - DF, SANTO ANTÔNIO DO DESCOBERTO - GO","MANGANÊS","Demais substâncias","Sim"
"Gerência Regional / GO","813396/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.413.855/0001-07","GOIASCAL MINERACAO E CALCARIO LTDA","INDIARA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","813473/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.105.880/0001-96","Julio Cesar Camelo Parrode","APARECIDA DE GOIÂNIA - GO","MICAXISTO","Demais substâncias","Sim"
"Gerência Regional / GO","813474/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","27.556.902/0001-65","ACTUALPAR ADMINISTRACAO E PARTICIPACAO LTDA","APARECIDA DE GOIÂNIA - GO","MICAXISTO","Demais substâncias","Sim"
"Gerência Regional / GO","816055/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.413.855/0001-07","GOIASCAL MINERACAO E CALCARIO LTDA","INDIARA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","816056/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.413.855/0001-07","GOIASCAL MINERACAO E CALCARIO LTDA","CEZARINA - GO, INDIARA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","808587/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","09.433.698/0001-03","Companhia Niquel Santa Fé","DIORAMA - GO, IPORÁ - GO","SILICATOS DE NÍQUEL","Demais substâncias","Sim"
"Gerência Regional / GO","808588/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","09.433.698/0001-03","Companhia Niquel Santa Fé","DIORAMA - GO, IPORÁ - GO, JAUPACI - GO","SILICATOS DE NÍQUEL","Demais substâncias","Sim"
"Gerência Regional / GO","808589/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","09.433.698/0001-03","Companhia Niquel Santa Fé","IPORÁ - GO, JAUPACI - GO","SILICATOS DE NÍQUEL","Demais substâncias","Sim"
"Gerência Regional / GO","808923/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","86.902.053/0001-13","MINERACAO MARACA INDUSTRIA E COMERCIO S/A","ALTO HORIZONTE - GO, NOVA IGUAÇU DE GOIÁS - GO","COBRE, MINÉRIO DE OURO, MINÉRIO DE PRATA","Demais substâncias, Industrial, Industrial","Sim"
"Gerência Regional / GO","810817/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","15.083.339/0001-76","M CAL COMBUSTIVEIS E MINERACAO LTDA","CAIAPÔNIA - GO, PEROLÂNDIA - GO","BASALTO, CALCÁRIO DOLOMÍTICO","Brita, Demais substâncias","Sim"
"Gerência Regional / GO","810831/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.683.365/0001-93","BRASIL MINERIOS S/A","SANCLERLÂNDIA - GO","VERMICULITA","Demais substâncias","Sim"
"Gerência Regional / GO","810832/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.683.365/0001-93","BRASIL MINERIOS S/A","SANCLERLÂNDIA - GO","VERMICULITA","Demais substâncias","Sim"
"Gerência Regional / GO","811383/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","00.519.280/0001-49","MAP MINERACAO AGRO PECUARIA LIMITADA","PLANALTINA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","811421/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","MONTIVIDIU - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","811774/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.683.365/0001-93","BRASIL MINERIOS S/A","SANCLERLÂNDIA - GO","VERMICULITA","Demais substâncias","Sim"
"Gerência Regional / GO","813064/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.413.855/0001-07","GOIASCAL MINERACAO E CALCARIO LTDA","VILA PROPÍCIO - GO","DOLOMITO","Demais substâncias","Sim"
"Gerência Regional / GO","813066/1974","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.413.855/0001-07","GOIASCAL MINERACAO E CALCARIO LTDA","CEZARINA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","801381/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.110.260/0001-45","JANDAIA CALCARIO AGRICOLA LTDA","INDIARA - GO, JANDAIA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","801526/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","PLANALTINA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","803988/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","62.258.884/0001-36","INTERCEMENT BRASIL S/A - EM RECUPERACAO JUDICIAL","CEZARINA - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","804365/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","29.541.600/0001-49","DOMUS AUREA MINERACAO LTDA","CRIXÁS - GO","CIANITA, MINÉRIO DE OURO","Demais substâncias, Industrial","Sim"
"Gerência Regional / GO","804366/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.445.403/0001-94","MINERACAO SERRA GRANDE S A","CRIXÁS - GO","CIANITA, MINÉRIO DE OURO, MINÉRIO DE PRATA","Demais substâncias, Industrial, Industrial","Sim"
"Gerência Regional / GO","805289/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","05.291.545/0001-18","CALCILANDIA MINERACAO LTDA","GOIÁS - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","807641/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.059.930/0001-83","CALCARIO SANTA TEREZA LTDA","FORMOSO - GO","CALCÁRIO","Demais substâncias","Sim"
