"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Gerência Regional / GO","861496/1995","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.930.131-**","Joselita de Brito Escobar","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861542/2013","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.529.651-**","POLIANE GOMES","CRIXÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861711/2012","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.930.131-**","Joselita de Brito Escobar","CAMPOS VERDES - GO","ESMERALDA","Industrial","Sim"
"Gerência Regional / GO","861736/1996","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.716.801-**","IRISMAR DE PAULA PARAGUASSU","BALIZA - GO, RIBEIRÃOZINHO - MT","DIAMANTE, DIAMANTE INDUSTRIAL","Demais substâncias, Gema","Sim"
"Gerência Regional / GO","861737/1996","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.716.801-**","IRISMAR DE PAULA PARAGUASSU","BALIZA - GO, RIBEIRÃOZINHO - MT","DIAMANTE, DIAMANTE INDUSTRIAL","Demais substâncias, Gema","Sim"
"Gerência Regional / GO","861740/2012","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.145.691-**","antonio carlos moreira","NIQUELÂNDIA - GO","QUARTZO","Gema","Sim"
"Gerência Regional / GO","861854/2010","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.676.286-**","EDUARDO FERNANDES","CRISTALINA - GO","QUARTZO","Artesanato  mineral","Sim"
"Gerência Regional / GO","861881/1994","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.570.290-**","ELOIR BECKER","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","862695/1996","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.716.801-**","IRISMAR DE PAULA PARAGUASSU","BALIZA - GO, RIBEIRÃOZINHO - MT","DIAMANTE, DIAMANTE INDUSTRIAL","Demais substâncias, Gema","Sim"
"Gerência Regional / GO","862696/1996","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.716.801-**","IRISMAR DE PAULA PARAGUASSU","BALIZA - GO, RIBEIRÃOZINHO - MT","DIAMANTE, DIAMANTE INDUSTRIAL","Demais substâncias, Gema","Sim"
"Gerência Regional / GO","860552/2020","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.456.231-**","PEDRO ALVES VIEIRA","MATRINCHÃ - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860553/2015","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.676.286-**","EDUARDO FERNANDES","CRISTALINA - GO","QUARTZO, QUARTZO, QUARTZO","Artesanato  mineral, Gema, Industrial","Sim"
"Gerência Regional / GO","860554/2015","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.676.286-**","EDUARDO FERNANDES","CRISTALINA - GO","QUARTZO, QUARTZO, QUARTZO","Artesanato  mineral, Gema, Industrial","Sim"
"Gerência Regional / GO","860555/2015","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.676.286-**","EDUARDO FERNANDES","CRISTALINA - GO","QUARTZO, QUARTZO, QUARTZO","Artesanato  mineral, Gema, Industrial","Sim"
"Gerência Regional / GO","860571/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.557.708-**","GUSTAVO RETZ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860587/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860588/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860589/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860589/2016","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.622.311-**","Benner Richard  Soares Santos","FAZENDA NOVA - GO, ISRAELÂNDIA - GO","DIAMANTE","Industrial","Sim"
"Gerência Regional / GO","860590/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860591/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860592/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860593/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860608/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.510.435-**","OSMAR PEREIRA EVANGELISTA","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860623/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.930.131-**","Joselita de Brito Escobar","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860771/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.014.675-**","CLEITON ROBERTO DE SOUZA","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860771/2012","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.410.318-**","MARCELO VENDRAMINI","CAMPOS VERDES - GO","ESMERALDA","Gema","Sim"
"Gerência Regional / GO","860791/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.827.515-**","ANTONIO CONCEICAO GALVAO                                                        ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860792/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.827.515-**","ANTONIO CONCEICAO GALVAO                                                        ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860793/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.827.515-**","ANTONIO CONCEICAO GALVAO                                                        ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860793/2016","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.806.891-**","FERNANDO PEREIRA FILHO","ARENÓPOLIS - GO, MONTES CLAROS DE GOIÁS - GO","DIAMANTE","Gema","Sim"
"Gerência Regional / GO","860794/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.827.515-**","ANTONIO CONCEICAO GALVAO                                                        ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860794/2016","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.806.891-**","FERNANDO PEREIRA FILHO","ARENÓPOLIS - GO, MONTES CLAROS DE GOIÁS - GO","DIAMANTE","Gema","Sim"
"Gerência Regional / GO","860795/2016","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.387.341-**","ROSALINA COIMBRA DE OLIVEIRA","ARENÓPOLIS - GO, MONTES CLAROS DE GOIÁS - GO","DIAMANTE","Gema","Sim"
"Gerência Regional / GO","860796/2016","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.466.671-**","CLAUDIA ROSA SILVA MOURA CECCHINI","ARENÓPOLIS - GO, MONTES CLAROS DE GOIÁS - GO","DIAMANTE","Gema","Sim"
"Gerência Regional / GO","860797/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.930.131-**","Joselita de Brito Escobar","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860798/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.930.131-**","Joselita de Brito Escobar","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860799/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.930.131-**","Joselita de Brito Escobar","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860810/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.268.951-**","JOSETE RORIZ DE OLIVEIRA","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860811/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.268.951-**","JOSETE RORIZ DE OLIVEIRA","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860815/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.735.401-**","JOSÉFA DE FATIMA DIAS DA SILVA                                                  ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860831/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.115.037-**","TEMISTOCLES MOURA TORRES","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860845/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.974.791-**","Dimas Martins da Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860385/2011","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.930.131-**","Joselita de Brito Escobar","CAMPOS VERDES - GO","ESMERALDA","Gema","Sim"
"Gerência Regional / GO","860386/2011","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.930.131-**","Joselita de Brito Escobar","CAMPOS VERDES - GO","ESMERALDA","Gema","Sim"
"Gerência Regional / GO","860404/2018","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.045.051-**","Geder Silva vilela","PIRANHAS - GO","DIAMANTE, DIAMANTE, MINÉRIO DE OURO","Gema, Industrial, Industrial","Sim"
"Gerência Regional / GO","860460/2011","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.795.181-**","Daniel Alexandre da Silva","URUAÇU - GO","AMETISTA","Gema","Sim"
"Gerência Regional / GO","860461/2011","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.159.801-**","WILSON FERRAZ MALHEIROS","URUAÇU - GO","AMETISTA","Gema","Sim"
"Gerência Regional / GO","860496/1992","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860507/2020","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.991.041-**","GUSTAVO JUNIOR VIEIRA DA SILVA","FAZENDA NOVA - GO, ISRAELÂNDIA - GO","DIAMANTE","Gema","Sim"
"Gerência Regional / GO","860515/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.557.708-**","GUSTAVO RETZ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860516/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.557.708-**","GUSTAVO RETZ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860522/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860523/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860540/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.216.528-**","Marcos Marques","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860548/2016","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.306.601-**","WELITON FERREIRA DORNELIS","FAZENDA NOVA - GO, ISRAELÂNDIA - GO","DIAMANTE","Industrial","Sim"
"Gerência Regional / GO","860552/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.770.661-**","VALMIRO TOLENTINO DE QUEIROZ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860168/1990","Requerimento de Lavra Garimpeira","Lavra Garimpeira","03.081.840/0001-14","HELTON DE OLIVEIRA AGUIAR","FAINA - GO","OURO","Demais substâncias","Sim"
"Gerência Regional / GO","860314/2016","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.142.941-**","Joao Fernandes Martins","CAMPOS VERDES - GO","ESMERALDA","Gema","Sim"
"Gerência Regional / GO","860857/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.626.710-**","Diorge Roberto de Araujo Chavess","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860874/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860875/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / MT","866793/2017","Requerimento de Lavra Garimpeira","Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","BALIZA - GO, TORIXORÉU - MT","DIAMANTE","Industrial","Sim"
"Gerência Regional / MT","866969/2010","Requerimento de Lavra Garimpeira","Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","BALIZA - GO, RIBEIRÃOZINHO - MT, TORIXORÉU - MT","DIAMANTE","Industrial","Sim"
"Gerência Regional / MT","867368/2007","Requerimento de Lavra Garimpeira","Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","BALIZA - GO, TORIXORÉU - MT","DIAMANTE","Industrial","Sim"
"Gerência Regional / GO","860876/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861042/2017","Requerimento de Mudança de Regime para PLG","Lavra Garimpeira","42.876.133/0001-76","COOPERATIVA NACIONAL DOS MINERARIOS DO BRASIL","ARENÓPOLIS - GO, DIORAMA - GO","DIAMANTE","Industrial","Sim"
"Gerência Regional / GO","860460/2019","Requerimento de Mudança de Regime para PLG","Lavra Garimpeira","24.834.277/0001-88","ENGEMID CONSTRUCAO E MINERACAO LTDA","GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860136/2019","Requerimento de Mudança de Regime para PLG","Lavra Garimpeira","24.834.277/0001-88","ENGEMID CONSTRUCAO E MINERACAO LTDA","GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860199/2019","Requerimento de Mudança de Regime para PLG","Lavra Garimpeira","***.000.531-**","RONALDO BASILIO GOMES","SANTA RITA DO NOVO DESTINO - GO, SÃO LUIZ DO NORTE - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860318/2018","Requerimento de Mudança de Regime para PLG","Lavra Garimpeira","***.040.021-**","SEBASTIAO FAUSTINO RODRIGUES","SANTA RITA DO NOVO DESTINO - GO, SÃO LUIZ DO NORTE - GO","MINÉRIO DE OURO","Industrial","Sim"
