"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Gerência Regional / GO","861286/2021","Requerimento de Pesquisa - Leilão","Direito de Requerer a Lavra","00.508.829/0001-08","EDEM EMPRESA DE DESENVOLVIMENTO EM MINERACAO E PARTICIPACOES LTDA","FAINA - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860989/2016","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","00.508.829/0001-08","EDEM EMPRESA DE DESENVOLVIMENTO EM MINERACAO E PARTICIPACOES LTDA","FAINA - GO","CALCÁRIO, CALCÁRIO, ILMENITA","Corretivo de solo, Fabricação de cal, Industrial","Sim"
"Gerência Regional / GO","861155/1989","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","01.013.416/0001-07","SERRA DAS CALDAS MINERACAO LTDA","CALDAS NOVAS - GO","ÁGUA MINERAL","Demais substâncias","Sim"
"Gerência Regional / MT","860206/1993","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.117.528/0001-08","BRASILCA MINERACAO BRASILEIRA EIRELI","ARAGARÇAS - GO, BALIZA - GO, PONTAL DO ARAGUAIA - MT","CASCALHO DIAMANTÍFERO","Demais substâncias","Sim"
"Gerência Regional / GO","861357/2008","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","861332/2003","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861192/2003","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA, DIAMANTE INDUSTRIAL","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860844/2005","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860838/2001","Requerimento de Registro de Licença","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860837/2001","Requerimento de Registro de Licença","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860586/2008","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","CRISTALINA - GO, IPAMERI - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860576/2014","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","CRISTALINA - GO, IPAMERI - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860547/2000","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","ORIZONA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860347/2003","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","LUZIÂNIA - GO, ORIZONA - GO","AREIA, DIAMANTE INDUSTRIAL","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860289/2018","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","CRISTALINA - GO, LUZIÂNIA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860277/2016","Requerimento de Cessão parcial","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","CRISTALINA - GO, IPAMERI - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860220/2018","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","LUZIÂNIA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860178/1999","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.126.983/0001-70","Arenan Extração e Comércio de Areia Ltda","LUZIÂNIA - GO, ORIZONA - GO","AREIA, CASCALHO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","861217/1996","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.133.479/0001-05","COMGEO MINERACAO EMPREENDIMENTOS E PARTICIPACAO LTDA","FAINA - GO","DOLOMITO","Demais substâncias","Sim"
"Gerência Regional / GO","861157/2004","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.277.116/0001-35","CONCREMAX MATERIAIS LTDA","MINEIROS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861156/2004","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.277.116/0001-35","CONCREMAX MATERIAIS LTDA","MINEIROS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861155/2004","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.277.116/0001-35","CONCREMAX MATERIAIS LTDA","MINEIROS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861938/2005","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.277.116/0001-35","CONCREMAX MATERIAIS LTDA","MINEIROS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861346/2016","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","01.445.576/0001-25","TERRA GOYANA MINERADORA LTDA","ARENÓPOLIS - GO","ILMENITA","Industrial","Sim"
"Gerência Regional / GO","861283/2003","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.445.576/0001-25","TERRA GOYANA MINERADORA LTDA","BARRO ALTO - GO, SANTA RITA DO NOVO DESTINO - GO","MINÉRIO DE ALUMÍNIO","Demais substâncias","Sim"
"Gerência Regional / GO","860337/1988","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.535.210/0001-47","METAIS DE GOIAS SA METAGO","AVELINÓPOLIS - GO","MINÉRIO DE TITÂNIO","Demais substâncias","Sim"
"Gerência Regional / GO","860227/1998","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.535.210/0001-47","METAIS DE GOIAS SA METAGO","AVELINÓPOLIS - GO, SANTA BÁRBARA DE GOIÁS - GO","MINÉRIO DE TITÂNIO","Demais substâncias","Sim"
"Gerência Regional / GO","860902/1999","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.535.210/0001-47","METAIS DE GOIAS SA METAGO","AVELINÓPOLIS - GO, SANTA BÁRBARA DE GOIÁS - GO","ARGILA, MINÉRIO DE TITÂNIO","Cerâmica vermelha, Demais substâncias","Sim"
"Gerência Regional / GO","860445/1991","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","01.535.210/0001-47","METAIS DE GOIAS SA METAGO","JATAÍ - GO","QUARTZITO","Demais substâncias","Sim"
"Gerência Regional / GO","860164/1998","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.551.829/0001-45","PEDREIRA IZAIRA INDUSTRIA E COMERCIO LTDA","GOIANIRA - GO","GRANITO","Demais substâncias","Sim"
"Gerência Regional / GO","860629/2002","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.719.007/0001-20","SAO PEDRO MINERACAO E INDUSTRIA LTDA","PADRE BERNARDO - GO, VILA PROPÍCIO - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860558/2001","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.719.007/0001-20","SAO PEDRO MINERACAO E INDUSTRIA LTDA","MIMOSO DE GOIÁS - GO, PADRE BERNARDO - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860250/1999","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.719.007/0001-20","SAO PEDRO MINERACAO E INDUSTRIA LTDA","PADRE BERNARDO - GO, VILA PROPÍCIO - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860082/2009","Requerimento de Cessão parcial","Concessão de Lavra","01.761.779/0001-20","BRUTUS MINERACAO LTDA","SILVÂNIA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","861589/2007","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.761.779/0001-20","BRUTUS MINERACAO LTDA","SILVÂNIA - GO, VIANÓPOLIS - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860316/1994","Requerimento de Lavra Garimpeira","Concessão de Lavra","02.055.243/0001-52","Evandro Quintino de Andrade","SANTA RITA DO NOVO DESTINO - GO, URUAÇU - GO","AREIA, CASCALHO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","860755/2005","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.056.554/0001-36","CALCARIO RIO VERDE MINERACAO E AGROPECUARIA LTDA","CAIAPÔNIA - GO","CALCÁRIO","Industrial","Sim"
"Gerência Regional / GO","860173/2002","Requerimento de Registro de Licença","Concessão de Lavra","02.056.554/0001-36","CALCARIO RIO VERDE MINERACAO E AGROPECUARIA LTDA","CAIAPÔNIA - GO","DOLOMITO","Demais substâncias","Sim"
"Gerência Regional / GO","860172/2002","Requerimento de Registro de Licença","Concessão de Lavra","02.056.554/0001-36","CALCARIO RIO VERDE MINERACAO E AGROPECUARIA LTDA","CAIAPÔNIA - GO","DOLOMITO","Demais substâncias","Sim"
"Gerência Regional / GO","861082/1989","Requerimento de Registro de Licença","Concessão de Lavra","02.110.260/0001-45","JANDAIA CALCARIO AGRICOLA LTDA","JANDAIA - GO","CALCÁRIO DOLOMÍTICO","Demais substâncias","Sim"
"Gerência Regional / GO","861081/1989","Requerimento de Registro de Licença","Concessão de Lavra","02.110.260/0001-45","JANDAIA CALCARIO AGRICOLA LTDA","JANDAIA - GO","CALCÁRIO, CALCÁRIO DOLOMÍTICO, CALCÁRIO DOLOMÍTICO","Corretivo de solo, Corretivo de solo, Demais substâncias","Sim"
"Gerência Regional / GO","860243/2004","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.110.260/0001-45","JANDAIA CALCARIO AGRICOLA LTDA","JANDAIA - GO","CALCÁRIO, MINÉRIO DE TITÂNIO","Corretivo de solo, Industrial","Sim"
"Gerência Regional / GO","860160/1987","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","INDIARA - GO","MÁRMORE","Fabricação de cal","Sim"
"Gerência Regional / GO","860083/2001","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","PIRANHAS - GO","CALCÁRIO","Demais substâncias","Sim"
"Gerência Regional / GO","860056/2008","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","RIO VERDE - GO","CALCÁRIO, CALCÁRIO CALCÍTICO","Corretivo de solo, Fabricação de cimento","Sim"
"Gerência Regional / GO","813913/1976","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","CAIAPÔNIA - GO","CALCÁRIO DOLOMÍTICO","Demais substâncias","Sim"
"Gerência Regional / GO","862085/2008","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","INDIARA - GO","CALCÁRIO, CALCÁRIO, CALCÁRIO DOLOMÍTICO","Corretivo de solo, Corretivo de solo, Fabricação de cimento","Sim"
"Gerência Regional / GO","861455/1994","Requerimento de Registro de Licença","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","PIRANHAS - GO","CALCÁRIO","Corretivo de solo","Sim"
"Gerência Regional / GO","861430/2007","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","CEZARINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim"
"Gerência Regional / GO","861043/2001","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","MONTIVIDIU - GO","DOLOMITO","Demais substâncias","Sim"
"Gerência Regional / GO","860748/2000","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","PIRANHAS - GO","CALCÁRIO","Corretivo de solo","Sim"
"Gerência Regional / GO","860670/1990","Requerimento de Registro de Licença","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","INDIARA - GO","CALCÁRIO DOLOMÍTICO","Demais substâncias","Sim"
"Gerência Regional / GO","860669/1990","Requerimento de Registro de Licença","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","INDIARA - GO","CALCÁRIO, CALCÁRIO DOLOMÍTICO","Corretivo de solo, Demais substâncias","Sim"
"Gerência Regional / GO","860493/1987","Requerimento de Registro de Licença","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","INDIARA - GO","CALCÁRIO, CALCÁRIO DOLOMÍTICO","Corretivo de solo, Demais substâncias","Sim"
"Gerência Regional / GO","860492/1987","Requerimento de Registro de Licença","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","INDIARA - GO","CALCÁRIO, CALCÁRIO DOLOMÍTICO","Corretivo de solo, Demais substâncias","Sim"
"Gerência Regional / GO","860297/1998","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","PIRANHAS - GO","CALCÁRIO DOLOMÍTICO","Demais substâncias","Sim"
"Gerência Regional / GO","860264/2009","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.174.951/0001-02","MINERACAO DE CALCARIO MONTIVIDIU LTDA","CEZARINA - GO","CALCÁRIO, CALCÁRIO","Corretivo de solo, Fabricação de cal","Sim"
"Gerência Regional / GO","860662/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CANÁPOLIS - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860661/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CANÁPOLIS - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860660/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CANÁPOLIS - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860659/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CANÁPOLIS - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / MG","860658/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CANÁPOLIS - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860657/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CENTRALINA - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860656/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CENTRALINA - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860655/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CENTRALINA - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860654/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CENTRALINA - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860653/1986","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CENTRALINA - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860530/1999","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","ARAPORÃ - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860240/1983","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","ARAPORÃ - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860239/1983","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","ARAPORÃ - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860238/1983","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","ARAPORÃ - MG, ITUMBIARA - GO","AREIA","Demais substâncias","Sim"
"Gerência Regional / GO","860237/1983","Requerimento de Registro de Licença","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","ARAPORÃ - MG, ITUMBIARA - GO","AREIA, AREIA DE FUNDIÇÃO","Construção civil, Demais substâncias","Sim"
"Gerência Regional / GO","860175/2000","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.204.584/0001-42","Sida Sociedade Itumbiarense de Dragagem e Areia Ltda.","CACHOEIRA DOURADA - GO","AREIA","Construção civil","Sim"
