"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Gerência Regional / GO","861087/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.604.761-**","Ademir Martins Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861510/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.604.761-**","Ademir Martins Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861420/2016","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.604.761-**","Ademir Martins Costa","CAMPOS VERDES - GO","ESMERALDA","Gema","Sim"
"Gerência Regional / GO","861188/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.604.761-**","Ademir Martins Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861179/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.604.761-**","Ademir Martins Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861120/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.604.761-**","Ademir Martins Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861119/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.604.761-**","Ademir Martins Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860890/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.922.978-**","ANTONIO ROQUE CHAVES                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860888/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.922.978-**","ANTONIO ROQUE CHAVES                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860856/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.922.978-**","ANTONIO ROQUE CHAVES                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860855/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.922.978-**","ANTONIO ROQUE CHAVES                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860796/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.922.978-**","ANTONIO ROQUE CHAVES                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860795/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.922.978-**","ANTONIO ROQUE CHAVES                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860707/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.922.978-**","ANTONIO ROQUE CHAVES                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861083/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.922.978-**","ANTONIO ROQUE CHAVES                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861500/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.620.411-**","JOAQUIM MANOEL DA SILVA                                                         ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861493/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.620.411-**","JOAQUIM MANOEL DA SILVA                                                         ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861506/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.216.981-**","JOSÉ CARLOS EVANGELISTA                                                         ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860657/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.327.451-**","JOSÉ GONÇALVES PEREIRA","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860566/1992","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.903.061-**","Reginaldo Martins Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860814/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.293.871-**","DANIEL OMAR DE SOUZA                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860497/1992","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.049.151-**","OZIEL PEREIRA LIMA                                                              ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860495/1992","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.049.151-**","OZIEL PEREIRA LIMA                                                              ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860501/1992","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.049.151-**","OZIEL PEREIRA LIMA                                                              ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860500/1992","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.049.151-**","OZIEL PEREIRA LIMA                                                              ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860499/1992","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.049.151-**","OZIEL PEREIRA LIMA                                                              ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861497/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.269.451-**","GILMAR JOSÉ PESSOA                                                              ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860024/2018","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.131.601-**","RUBENS MARTINS MOURAO","CAMPOS VERDES - GO","ESMERALDA","Gema","Sim"
"Gerência Regional / GO","861627/2013","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.131.601-**","RUBENS MARTINS MOURAO","NOVA GLÓRIA - GO","QUARTZO","Artesanato  mineral","Sim"
"Gerência Regional / GO","861479/2013","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.131.601-**","RUBENS MARTINS MOURAO","NIQUELÂNDIA - GO","QUARTZO","Pedra de coleção","Sim"
"Gerência Regional / GO","860733/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.131.601-**","RUBENS MARTINS MOURAO","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860731/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.131.601-**","RUBENS MARTINS MOURAO","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860726/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.131.601-**","RUBENS MARTINS MOURAO","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860344/2019","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.131.601-**","RUBENS MARTINS MOURAO","HIDROLINA - GO, SÃO LUIZ DO NORTE - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860078/2014","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.131.601-**","RUBENS MARTINS MOURAO","NIQUELÂNDIA - GO","QUARTZO, QUARTZO","Artesanato  mineral, Pedra de coleção","Sim"
"Gerência Regional / GO","860951/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.688.451-**","Ronaldo Martins da Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860728/1992","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.688.451-**","Ronaldo Martins da Costa","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860702/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.555.521-**","VALDECI BORGES VIEIRA                                                           ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860004/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.532.801-**","LEONDAS DOS SANTOS                                                              ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860870/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.939.686-**","MARIA DE FATIMA SOUZA                                                           ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860180/1999","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.939.686-**","MARIA DE FATIMA SOUZA                                                           ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861509/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.522.951-**","ADELSO FERREIRA PONTE                                                           ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861492/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.522.951-**","ADELSO FERREIRA PONTE                                                           ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861521/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.522.951-**","ADELSO FERREIRA PONTE                                                           ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860708/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.287.028-**","Ivo Matias Damas","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861925/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.584.031-**","MARIA AMARAL COSTA","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861924/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.584.031-**","MARIA AMARAL COSTA","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860246/2020","Requerimento de Mudança de Regime para PLG","Requerimento de Lavra Garimpeira","***.314.771-**","JOSE PEDRO VAZ NETO","DAVINÓPOLIS - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","860784/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.872.211-**","Ronaldo Alves De Oliveira","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860235/1992","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.872.211-**","Ronaldo Alves De Oliveira","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861488/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.872.211-**","Ronaldo Alves De Oliveira","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861176/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.872.211-**","Ronaldo Alves De Oliveira","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860649/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.289.888-**","GERALDO JAIME CORREIA","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861051/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","CACHOEIRA ALTA - GO, CAÇU - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861047/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","APARECIDA DO RIO DOCE - GO, CACHOEIRA ALTA - GO, CAÇU - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861046/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","APARECIDA DO RIO DOCE - GO, CAÇU - GO, JATAÍ - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861045/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","APARECIDA DO RIO DOCE - GO, JATAÍ - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861044/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","JATAÍ - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861043/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","JATAÍ - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861042/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","JATAÍ - GO, PEROLÂNDIA - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861041/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","CAIAPÔNIA - GO, JATAÍ - GO, PEROLÂNDIA - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861039/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","CAIAPÔNIA - GO, PEROLÂNDIA - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861038/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","CAIAPÔNIA - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","860565/2022","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","FAZENDA NOVA - GO, ISRAELÂNDIA - GO","DIAMANTE, MINÉRIO DE OURO","Industrial, Industrial","Sim"
"Gerência Regional / GO","860209/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","CAIAPÔNIA - GO, IVOLÂNDIA - GO, PALESTINA DE GOIÁS - GO","DIAMANTE","Industrial","Sim"
"Gerência Regional / GO","860196/2023","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","CAIAPÔNIA - GO, PALESTINA DE GOIÁS - GO","DIAMANTE","Industrial","Sim"
"Gerência Regional / MG","830687/2024","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","ABADIA DOS DOURADOS - MG, OUVIDOR - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / MG","830518/2024","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","ABADIA DOS DOURADOS - MG, OUVIDOR - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / MT","867347/2021","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","BALIZA - GO, RIBEIRÃOZINHO - MT, TORIXORÉU - MT","DIAMANTE","Industrial","Sim"
"Gerência Regional / MT","866908/2022","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","BALIZA - GO, RIBEIRÃOZINHO - MT","DIAMANTE","Industrial","Sim"
"Gerência Regional / GO","861140/2022","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","09.164.776/0001-11","COOPERATIVA BRASILEIRA DE DIAMANTES","FAZENDA NOVA - GO, ISRAELÂNDIA - GO","DIAMANTE, MINÉRIO DE OURO","Industrial, Industrial","Sim"
"Gerência Regional / GO","860718/2016","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.577.242-**","JONAS MATOS DA SILVA","MONTIVIDIU DO NORTE - GO","TURMALINA","Gema","Sim"
"Gerência Regional / GO","860627/2016","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.577.242-**","JONAS MATOS DA SILVA","MONTIVIDIU DO NORTE - GO","TURMALINA","Gema","Sim"
"Gerência Regional / GO","861012/2016","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.921.871-**","Antonio Lazaro Moreira","NIQUELÂNDIA - GO","QUARTZO, QUARTZO","Gema, Industrial","Sim"
"Gerência Regional / GO","861011/2016","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.921.871-**","Antonio Lazaro Moreira","NIQUELÂNDIA - GO","DIAMANTE","Gema","Sim"
"Gerência Regional / MT","866252/2015","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.296.419-**","Wilson Sartoretto","BALIZA - GO, TORIXORÉU - MT","DIAMANTE, DIAMANTE, MINÉRIO DE OURO","Gema, Industrial, Industrial","Sim"
"Gerência Regional / GO","860692/2016","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.561.706-**","Cláudio Dornelas Gonçalves ","CATALÃO - GO, CUMARI - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","860691/2016","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.561.706-**","Cláudio Dornelas Gonçalves ","CATALÃO - GO, CUMARI - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","860163/2020","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.561.706-**","Cláudio Dornelas Gonçalves ","DAVINÓPOLIS - GO, OUVIDOR - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / MG","831040/2018","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.561.706-**","Cláudio Dornelas Gonçalves ","ABADIA DOS DOURADOS - MG, DAVINÓPOLIS - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","860209/2025","Requerimento de Mudança de Regime para PLG","Requerimento de Lavra Garimpeira","02.805.570/0001-84","SUDARIO & RODOVALHO LTDA.","DAVINÓPOLIS - GO, OUVIDOR - GO","DIAMANTE, DIAMANTE, MINÉRIO DE OURO, OURO","Gema, Industrial, Industrial, Industrial","Sim"
"Gerência Regional / GO","860936/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860612/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","99.915.670/9999-76","EUGENIO BERGAMELLI                                                              ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860701/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","99.915.928/9999-34","EDVALDO DA SILVA LINHARES                                                       ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860710/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","99.915.969/9999-20","OSMAR MENDONCA ALVES                                                            ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860711/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","99.915.977/9999-77","GASPAR MATIAS DE OLIVEIRA                                                       ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861106/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.445.434-**","ANTONIO QUEIROGA GALVAO                                                         ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861382/1992","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.752.171-**","GERALDO LUIZ DO AMARAL                                                          ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","861172/1995","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.798.161-**","ANTONIO CARLOS DE VELASCO LIMA","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
"Gerência Regional / GO","860887/1991","Requerimento de Lavra Garimpeira","Requerimento de Lavra Garimpeira","***.324.431-**","JUSTINO PEREIRA PEIXOTO                                                         ","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim"
