"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Gerência Regional / GO","860431/2018","Requerimento de Registro de Extração","Registro de Extração","01.146.604/0001-03","Itapuranga Prefeitura Municipal","ITAPURANGA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860430/2018","Requerimento de Registro de Extração","Registro de Extração","02.264.166/0001-40","MUNICIPIO DE SANTA BARBARA DE GOIAS","AVELINÓPOLIS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860401/2018","Requerimento de Registro de Extração","Registro de Extração","04.215.178/0001-00","MUNICÍPIO DE LAGOA SANTA","LAGOA SANTA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860350/2018","Requerimento de Registro de Extração","Registro de Extração","01.743.335/0001-62","MUNICÍPIO DE POSSE","POSSE - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860238/2018","Requerimento de Registro de Extração","Registro de Extração","01.743.335/0001-62","MUNICÍPIO DE POSSE","POSSE - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860102/2018","Requerimento de Registro de Extração","Registro de Extração","01.494.178/0001-07","PREFEITURA MUNICIPAL GUARINOS ","GUARINOS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860054/2018","Requerimento de Registro de Extração","Registro de Extração","37.622.164/0001-60","PREFEITURA MUNICIPAL DE UIRAPURU ","UIRAPURU - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860730/2017","Requerimento de Registro de Extração","Registro de Extração","25.043.621/0001-83","PREFEITURA MUNICIPAL DE MORRO AGUDO DE GOIAS","MORRO AGUDO DE GOIÁS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860648/2017","Requerimento de Registro de Extração","Registro de Extração","02.385.839/0001-10","PREFEITURA MUNICIPAL DE ORIZONA ","ORIZONA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860696/2026","Requerimento de Registro de Extração","Registro de Extração","01.787.506/0001-55","MUNICIPIO DE CALDAS NOVAS","CALDAS NOVAS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860090/2026","Requerimento de Registro de Extração","Registro de Extração","01.787.506/0001-55","MUNICIPIO DE CALDAS NOVAS","CALDAS NOVAS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860729/2025","Requerimento de Registro de Extração","Registro de Extração","02.321.891/0001-03","MUNICIPIO DE IVOLANDIA","IVOLÂNDIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860436/2025","Requerimento de Registro de Extração","Registro de Extração","01.303.221/0001-00","MUNICIPIO DE GOIANDIRA","GOIANDIRA - GO","SAIBRO","Construção civil","Sim"
"Gerência Regional / GO","861563/2024","Requerimento de Registro de Extração","Registro de Extração","02.382.836/0001-23","MUNICIPIO DE RUBIATABA","RUBIATABA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860589/2023","Requerimento de Registro de Extração","Registro de Extração","01.740.463/0001-52","MUNICIPIO DE MAMBAI","MAMBAÍ - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860059/2023","Requerimento de Registro de Extração","Registro de Extração","01.345.537/0001-56","MUNICIPIO DE ALOANDIA","ALOÂNDIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860574/2022","Requerimento de Registro de Extração","Registro de Extração","36.862.621/0001-21","MUNICIPIO DE CIDADE OCIDENTAL","CIDADE OCIDENTAL - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860089/2022","Requerimento de Registro de Extração","Registro de Extração","01.753.722/0001-80","MUNICIPIO DE GOIATUBA","GOIATUBA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860818/2021","Requerimento de Registro de Extração","Registro de Extração","02.321.891/0001-03","MUNICIPIO DE IVOLANDIA","IVOLÂNDIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860349/2021","Requerimento de Registro de Extração","Registro de Extração","01.303.221/0001-00","MUNICIPIO DE GOIANDIRA","GOIANDIRA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860348/2021","Requerimento de Registro de Extração","Registro de Extração","01.303.221/0001-00","MUNICIPIO DE GOIANDIRA","GOIANDIRA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860347/2021","Requerimento de Registro de Extração","Registro de Extração","01.303.221/0001-00","MUNICIPIO DE GOIANDIRA","GOIANDIRA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860346/2021","Requerimento de Registro de Extração","Registro de Extração","01.303.221/0001-00","MUNICIPIO DE GOIANDIRA","GOIANDIRA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860431/2020","Requerimento de Registro de Extração","Registro de Extração","01.215.474/0001-13","MUNICIPIO DE ARAGOIANIA","ARAGOIÂNIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860197/2020","Requerimento de Registro de Extração","Registro de Extração","01.303.221/0001-00","MUNICIPIO DE GOIANDIRA","GOIANDIRA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860192/2020","Requerimento de Registro de Extração","Registro de Extração","01.303.221/0001-00","MUNICIPIO DE GOIANDIRA","GOIANDIRA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860187/2020","Requerimento de Registro de Extração","Registro de Extração","01.303.221/0001-00","MUNICIPIO DE GOIANDIRA","GOIANDIRA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860423/2019","Requerimento de Registro de Extração","Registro de Extração","02.056.729/0001-05","Municipio de Rio Verde","RIO VERDE - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860353/2019","Requerimento de Registro de Extração","Registro de Extração","24.862.864/0001-80","Município de São Miguel do Passa Quatro","BELA VISTA DE GOIÁS - GO","CASCALHO","Construção civil","Sim"
