"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Gerência Regional / GO","861293/2021","Requerimento de Pesquisa - Oferta Pública ","Autorização de Pesquisa","25.913.377/0001-62","C. FERNANDO R. DA PAZ & CIA LTDA","PIRACANJUBA - GO","GRANITO","Revestimento","Sim"
"Gerência Regional / GO","861291/2021","Requerimento de Pesquisa - Oferta Pública ","Autorização de Pesquisa","25.913.377/0001-62","C. FERNANDO R. DA PAZ & CIA LTDA","PIRACANJUBA - GO","GRANITO","Revestimento","Sim"
"Gerência Regional / GO","860573/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","25.913.377/0001-62","C. FERNANDO R. DA PAZ & CIA LTDA","PORANGATU - GO","QUARTZITO","Revestimento","Sim"
"Gerência Regional / GO","860572/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","25.913.377/0001-62","C. FERNANDO R. DA PAZ & CIA LTDA","PORANGATU - GO","QUARTZITO","Revestimento","Sim"
"Gerência Regional / GO","860571/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","25.913.377/0001-62","C. FERNANDO R. DA PAZ & CIA LTDA","PORANGATU - GO","QUARTZITO","Revestimento","Sim"
"Gerência Regional / GO","860266/2022","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","25.913.377/0001-62","C. FERNANDO R. DA PAZ & CIA LTDA","CAVALCANTE - GO","QUARTZITO","Revestimento","Sim"
"Gerência Regional / GO","860623/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","00.114.258/0001-19","AREIALTO EXTRACAO COMERCIO E TRANSPORTES DE AREIA LTDA","ORIZONA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860623/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","02.056.554/0001-36","CALCARIO RIO VERDE MINERACAO E AGROPECUARIA LTDA","CAIAPÔNIA - GO","CALCÁRIO","Corretivo de solo","Sim"
"Gerência Regional / GO","860786/2022","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","02.130.870/0001-00","BENUNES E BENUNES LTDA","GOIÁS - GO","CALCÁRIO, CALCÁRIO CALCÍTICO","Corretivo de solo, Fabricação de cal","Sim"
"Gerência Regional / GO","861837/2024","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","60.869.336/0001-17","CSN CIMENTOS BRASIL S.A.","COCALZINHO DE GOIÁS - GO","CALCÁRIO, CALCÁRIO","Corretivo de solo, Fabricação de cimento","Sim"
"Gerência Regional / GO","861835/2024","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","60.869.336/0001-17","CSN CIMENTOS BRASIL S.A.","COCALZINHO DE GOIÁS - GO","CALCÁRIO, CALCÁRIO","Corretivo de solo, Fabricação de cimento","Sim"
"Gerência Regional / GO","861746/2024","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","60.869.336/0001-17","CSN CIMENTOS BRASIL S.A.","FORMOSA - GO","CALCÁRIO, CALCÁRIO","Corretivo de solo, Fabricação de cimento","Sim"
"Gerência Regional / GO","861284/1995","Requerimento de Registro de Licença","Autorização de Pesquisa","73.573.701/0001-93","FARIDE LUIZ DA SILVA - FI                                                       ","APARECIDA DE GOIÂNIA - GO","AREIA, SAIBRO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","860116/1994","Requerimento de Registro de Licença","Autorização de Pesquisa","73.573.701/0001-93","FARIDE LUIZ DA SILVA - FI                                                       ","APARECIDA DE GOIÂNIA - GO","AREIA, SAIBRO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","860965/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","LEOPOLDO DE BULHÕES - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860964/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","LEOPOLDO DE BULHÕES - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860963/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","LEOPOLDO DE BULHÕES - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860961/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","BELA VISTA DE GOIÁS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860960/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","SENADOR CANEDO - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860959/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","APARECIDA DE GOIÂNIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860958/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","APARECIDA DE GOIÂNIA - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860787/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIANÁPOLIS - GO, GOIÂNIA - GO","GRANULITO","Brita","Sim"
"Gerência Regional / GO","860786/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIANÁPOLIS - GO, GOIÂNIA - GO","GRANULITO","Brita","Sim"
"Gerência Regional / GO","860785/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIANÁPOLIS - GO, GOIÂNIA - GO","GRANULITO","Brita","Sim"
"Gerência Regional / GO","860784/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIANÁPOLIS - GO, GOIÂNIA - GO","GRANULITO","Brita","Sim"
"Gerência Regional / GO","860783/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIANÁPOLIS - GO, GOIÂNIA - GO","GRANULITO","Brita","Sim"
"Gerência Regional / GO","860782/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIÂNIA - GO","GRANULITO","Brita","Sim"
"Gerência Regional / GO","860781/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIÂNIA - GO","GRANULITO","Brita","Sim"
"Gerência Regional / GO","860780/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIÂNIA - GO","GRANULITO","Brita","Sim"
"Gerência Regional / GO","860776/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIÂNIA - GO","GRANULITO","Brita","Sim"
"Gerência Regional / GO","860705/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","MORRINHOS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860704/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","MORRINHOS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860703/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","MORRINHOS - GO","CASCALHO","Construção civil","Sim"
"Gerência Regional / GO","860699/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","PROFESSOR JAMIL - GO","GRANITO","Brita","Sim"
"Gerência Regional / GO","860698/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","PROFESSOR JAMIL - GO","GRANITO","Brita","Sim"
"Gerência Regional / GO","860560/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIATUBA - GO","BASALTO","Revestimento","Sim"
"Gerência Regional / GO","860559/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIATUBA - GO","BASALTO","Revestimento","Sim"
"Gerência Regional / GO","860558/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIATUBA - GO","BASALTO","Revestimento","Sim"
"Gerência Regional / GO","860556/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","MORRINHOS - GO","BASALTO","Revestimento","Sim"
"Gerência Regional / GO","860256/2017","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","GOIÂNIA - GO","GRANITO, GRANITO","Brita, Revestimento","Sim"
"Gerência Regional / GO","860004/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","PIRANHAS - GO","GRANITO","Brita","Sim"
"Gerência Regional / GO","860366/2019","Requerimento de Mudança de Regime para Aut. de Pesquisa","Autorização de Pesquisa","***.516.401-**","KLEBER CIMINI LAGE","SANTA TEREZINHA DE GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860072/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.516.401-**","KLEBER CIMINI LAGE","CAMPOS VERDES - GO, SANTA TEREZINHA DE GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861013/2022","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","***.516.401-**","KLEBER CIMINI LAGE","SANTA TEREZINHA DE GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861114/2012","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","37.111.010/0001-04","BRACAL MINERACAO LTDA","FORMOSA - GO, PLANALTINA - GO","MINÉRIO DE MANGANÊS","Industrial","Sim"
"Gerência Regional / GO","861285/1995","Requerimento de Registro de Licença","Autorização de Pesquisa","73.573.701/0001-93","FARIDE LUIZ DA SILVA - FI                                                       ","APARECIDA DE GOIÂNIA - GO","AREIA, SAIBRO","Demais substâncias, Demais substâncias","Sim"
"Gerência Regional / GO","861012/2022","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","***.516.401-**","KLEBER CIMINI LAGE","SANTA TEREZINHA DE GOIÁS - GO","MINÉRIO DE MANGANÊS","Industrial","Sim"
"Gerência Regional / GO","860918/2017","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.718.824-**","RAIMUNDO VIANA DUTRA","MONTIVIDIU DO NORTE - GO","GRANITO","Revestimento","Sim"
"Gerência Regional / GO","860793/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.718.824-**","RAIMUNDO VIANA DUTRA","FORMOSA - GO","QUARTZITO","Revestimento","Sim"
"Gerência Regional / GO","860942/2017","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.718.824-**","RAIMUNDO VIANA DUTRA","EDÉIA - GO","ARGILA","Industrial","Sim"
"Gerência Regional / GO","860145/2012","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.320.521-**","Mucio Nobre da Costa Ribeiro","LUZIÂNIA - GO, NOVO GAMA - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860848/2022","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.873.631-**","AUGUSTO CESAR GUSMAO LIMA","PORTELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860503/2023","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.873.631-**","AUGUSTO CESAR GUSMAO LIMA","VILA PROPÍCIO - GO","CALCÁRIO, CALCÁRIO, CALCÁRIO, CALCÁRIO, CALCÁRIO","Brita, Corretivo de solo, Fabricação de cal, Fabricação de cimento, Revestimento","Sim"
"Gerência Regional / GO","860393/2020","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.873.631-**","AUGUSTO CESAR GUSMAO LIMA","MUNDO NOVO - GO, NOVA CRIXÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860392/2020","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.873.631-**","AUGUSTO CESAR GUSMAO LIMA","NOVA CRIXÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861558/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.873.631-**","AUGUSTO CESAR GUSMAO LIMA","MUNDO NOVO - GO, NOVA CRIXÁS - GO","OURO","Industrial","Sim"
"Gerência Regional / GO","861195/2022","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.650.721-**","Clodoaldo Rogerio dos Reis ","COCALZINHO DE GOIÁS - GO","ÁGUA MINERAL, AREIA, ARGILA, CASCALHO, MINÉRIO DE OURO","Construção civil, Engarrafamento, Industrial, Industrial, Industrial","Sim"
"Gerência Regional / GO","860314/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.650.721-**","Clodoaldo Rogerio dos Reis ","COCALZINHO DE GOIÁS - GO","MINÉRIO DE MANGANÊS","Industrial","Sim"
"Gerência Regional / GO","860313/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.650.721-**","Clodoaldo Rogerio dos Reis ","COCALZINHO DE GOIÁS - GO","MINÉRIO DE MANGANÊS","Industrial","Sim"
"Gerência Regional / GO","861200/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","***.456.231-**","PEDRO ALVES VIEIRA","GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860430/2023","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.456.231-**","PEDRO ALVES VIEIRA","ITAPIRAPUÃ - GO","QUARTZITO, QUARTZITO, QUARTZITO, QUARTZO, QUARTZO, QUARTZO","Gema, Industrial, Industrial, Pedra de coleção, Pedra de talhe, Revestimento","Sim"
"Gerência Regional / GO","860035/2012","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.415.290-**","flavio cesar postal","BARRO ALTO - GO, NIQUELÂNDIA - GO, SANTA RITA DO NOVO DESTINO - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860579/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.175.831-**","SOLON VIEIRA","PIRENÓPOLIS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860140/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.450.481-**","CICERO ROMAO RODRIGUES","MINAÇU - GO","BERILO, MINÉRIO DE OURO","Gema, Industrial","Sim"
"Gerência Regional / GO","860941/2017","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.718.824-**","RAIMUNDO VIANA DUTRA","EDÉIA - GO","ARGILA","Industrial","Sim"
"Gerência Regional / GO","860863/2016","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","***.295.248-**","MAURICIO MACHADO VITTI","JANDAIA - GO","CALCÁRIO, MINÉRIO DE TITÂNIO","Fabricação de cimento, Industrial","Sim"
"Gerência Regional / GO","860866/2022","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.873.631-**","AUGUSTO CESAR GUSMAO LIMA","JARAGUÁ - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861300/2021","Requerimento de Pesquisa - Oferta Pública ","Autorização de Pesquisa","***.456.231-**","PEDRO ALVES VIEIRA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","862549/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.415.290-**","flavio cesar postal","NIQUELÂNDIA - GO, SANTA RITA DO NOVO DESTINO - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861506/2024","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","***.264.991-**","ABNER JESUS MOREIRA","MINEIROS - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861508/2024","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","***.519.801-**","JOAO BROGGI JUNIOR","ITABERAÍ - GO","CALCÁRIO","Fabricação de cimento","Sim"
"Gerência Regional / GO","860528/2017","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.905.528-**","ana maria ferraz guedes","ALTO PARAÍSO DE GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860605/2012","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.224.328-**","João Batista Reis","NIQUELÂNDIA - GO","MINÉRIO DE MANGANÊS","Industrial","Sim"
"Gerência Regional / GO","860150/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.345.811-**","Wilder Pedro de Morais","QUIRINÓPOLIS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861617/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.929.196/0001-17","CAIAPO INDUSTRIA E COMERCIO DE AGUA MINERAL LTDA","JATAÍ - GO","ÁGUA MINERAL","Engarrafamento","Sim"
"Gerência Regional / GO","860568/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.926.041-**","DOMINGOS DONIZETE DE CARVALHO","PARAÚNA - GO, SÃO JOÃO DA PARAÚNA - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860111/2016","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","02.176.213/0001-02","Areia Bergamo Araguari Ltda","CORUMBAÍBA - GO, TUPACIGUARA - MG","AREIA, CASCALHO, DIAMANTE","Construção civil, Construção civil, Industrial","Sim"
"Gerência Regional / GO","861597/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","03.438.630/0001-30","AREIA BARRA AZUL EXTRACAO E COMERCIO LTDA","CACHOEIRA DOURADA - GO, CACHOEIRA DOURADA - MG, ITUMBIARA - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","861341/2012","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","03.438.630/0001-30","AREIA BARRA AZUL EXTRACAO E COMERCIO LTDA","CARMO DO RIO VERDE - GO, RIALMA - GO, URUANA - GO","AREIA, CASCALHO, MINÉRIO DE OURO","Construção civil, Construção civil, Industrial","Sim"
"Gerência Regional / GO","860427/2025","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","ÁGUA LIMPA - GO, CORUMBAÍBA - GO","AREIA, DIAMANTE, MINÉRIO DE OURO","Construção civil, Gema, Industrial","Sim"
"Gerência Regional / GO","860083/2016","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CALDAS NOVAS - GO, IPAMERI - GO","AREIA, CASCALHO, DIAMANTE","Construção civil, Construção civil, Industrial","Sim"
"Gerência Regional / GO","861294/2021","Requerimento de Pesquisa - Oferta Pública ","Autorização de Pesquisa","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","ÁGUA LIMPA - GO, CORUMBAÍBA - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","861009/2023","Requerimento de Mudança de Regime para Aut. de Pesquisa","Autorização de Pesquisa","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CALDAS NOVAS - GO, CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","861008/2023","Requerimento de Mudança de Regime para Aut. de Pesquisa","Autorização de Pesquisa","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CALDAS NOVAS - GO, CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860228/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.525.571-**","LENISMAR CABRAL DE OLIVEIRA","FORMOSA - GO","CALCÁRIO","Fabricação de cimento","Sim"
"Gerência Regional / GO","861602/2024","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","***.525.571-**","LENISMAR CABRAL DE OLIVEIRA","URUAÇU - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim"
"Gerência Regional / GO","860705/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.525.571-**","LENISMAR CABRAL DE OLIVEIRA","CATALÃO - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860704/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.525.571-**","LENISMAR CABRAL DE OLIVEIRA","CATALÃO - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860516/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.033.849-**","EDISON ANTONIO GOMES","GOIÂNIA - GO, TRINDADE - GO","MINÉRIO DE MANGANÊS","Industrial","Sim"
"Gerência Regional / GO","861007/2023","Requerimento de Mudança de Regime para Aut. de Pesquisa","Autorização de Pesquisa","02.094.748/0001-26","Mineraçâo e Transportes Corumbá Ltda","CALDAS NOVAS - GO, CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Gerência Regional / GO","860834/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","03.292.045/0001-75","CERÂMICA NOVO HORIZONTE LTDA ME","ADELÂNDIA - GO, SÃO LUÍS DE MONTES BELOS - GO","DIAMANTE","Industrial","Sim"
"Gerência Regional / GO","860508/2024","Requerimento de Mudança de Regime para Aut. de Pesquisa","Autorização de Pesquisa","***.525.571-**","LENISMAR CABRAL DE OLIVEIRA","CORUMBAÍBA - GO, CUMARI - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860614/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.087.038-**","Moacyr de Oliveira Franco","LUZIÂNIA - GO","ÁGUA MINERAL","Engarrafamento","Sim"
"Gerência Regional / GO","860619/2015","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.246.086-**","Leon Barcelos de Urzedo","ALTO ARAGUAIA - MT, ARAGUAINHA - MT, SANTA RITA DO ARAGUAIA - GO","DIAMANTE","Industrial","Sim"
"Gerência Regional / GO","860205/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.211.421-**","José Rodrigues","AURILÂNDIA - GO, PARAÚNA - GO, SÃO JOÃO DA PARAÚNA - GO","AREIA","Construção civil","Sim"
"Gerência Regional / GO","860503/2024","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.246.291-**","EDMUNDO DE SOUZA RIBEIRO NETO","VILA PROPÍCIO - GO","OURO","Industrial","Sim"
"Gerência Regional / GO","861359/2009","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.033.849-**","EDISON ANTONIO GOMES","CALDAS NOVAS - GO","MINÉRIO DE MANGANÊS","Industrial","Sim"
"Gerência Regional / GO","860745/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","08.285.230/0001-56","MINERACAO E AGROPECUARIA SILVANIA LTDA","SILVÂNIA - GO","CAULIM","Industrial","Sim"
