mineral_id,mineral_name,company_id,operation_id,project_id,municipality_id,year,production_t,production_basis,latitude,longitude,source_id,nivel_agregacao,processo_anm,valor_observado_estimado,metodo_estimacao,erro_estimativa_intervalo,participacao_cfem_brl,cfem_brl_operacao,cfem_brl_mineral_ano,production_t_rateio_por_t,status_validacao,responsavel_validacao,periodo_referencia,tipo_fonte,source_url,data_acesso,fato_ids,observacao,versao_base
MIN_005,Alumínio (Bauxita),,,,,2017,827800.2,ROM,,,SRC_ANM_PROD_BRUTA,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2017,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv,2026-09-10,FATO_020385,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2017,828800.32,beneficiada,,,SRC_ANM_PROD_BENEF,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2017,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv,2026-09-10,FATO_059339,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2018,1236659.9,ROM,,,SRC_ANM_PROD_BRUTA,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2018,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv,2026-09-10,FATO_023188,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2018,1046203.07,beneficiada,,,SRC_ANM_PROD_BENEF,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2018,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv,2026-09-10,FATO_061108,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2019,1570809.34,ROM,,,SRC_ANM_PROD_BRUTA,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2019,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv,2026-09-10,FATO_026197,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2019,1123008.59,beneficiada,,,SRC_ANM_PROD_BENEF,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2019,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv,2026-09-10,FATO_062898,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2020,1437399.1,ROM,,,SRC_ANM_PROD_BRUTA,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2020,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv,2026-09-10,FATO_029062,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2020,1361851.75,beneficiada,,,SRC_ANM_PROD_BENEF,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2020,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv,2026-09-10,FATO_064759,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2021,1665376.79,ROM,,,SRC_ANM_PROD_BRUTA,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2021,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv,2026-09-10,FATO_032145,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2021,1677413.16,beneficiada,,,SRC_ANM_PROD_BENEF,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2021,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv,2026-09-10,FATO_066687,antes de 2022 não há CFEM na base para abrir por operação,v17
MIN_005,Alumínio (Bauxita),,,,,2022,1777072.32,ROM,,,SRC_ANM_PROD_BRUTA,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv,2026-09-10,FATO_035174,total observado; a abertura estimada por operação está nas linhas de nível operação logo abaixo — não somar os dois níveis,v17
MIN_005,Alumínio (Bauxita),COM_CNPJ_61409892,OPE_861979_2005,,5203203,2022,731837.6027645392,ROM,-15.061306,-49.001115,SRC_ANM_PROD_BRUTA; SRC_ANM_CFEM; SRC_ANM_CADASTRO; SRC_ANM_SIGMINE; SRC_IBGE_MALHA_2025,operacao,861979/2005,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 731.837,603 e 885.400,052 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.4118220707891838,1251627.28,3039242.84,885400.0522358875,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,"https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv; https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arquivos (Alvara_de_Pesquisa, Cessoes_de_Direitos, Guia_de_Utilizacao_Autorizada, Licenciamento, PLG, Portaria_de_Lavra, …); https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS/GO.zip; https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_territoriais/malhas_municipais/municipio_2025/UFs/GO/GO_Municipios_2025.zip",2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,FATO_035174,,v17
MIN_005,Alumínio (Bauxita),COM_CNPJ_01133510,OPE_860260_2004,,5203203,2022,563898.6309835713,ROM,-15.072396,-48.993616,SRC_ANM_PROD_BRUTA; SRC_ANM_CFEM; SRC_ANM_CADASTRO; SRC_ANM_SIGMINE; SRC_IBGE_MALHA_2025,operacao,860260/2004,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 507.392,034 e 563.898,631 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.3173188984135273,964409.1900000001,3039242.84,507392.034092686,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,"https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv; https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arquivos (Alvara_de_Pesquisa, Cessoes_de_Direitos, Guia_de_Utilizacao_Autorizada, Licenciamento, PLG, Portaria_de_Lavra, …); https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS/GO.zip; https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_territoriais/malhas_municipais/municipio_2025/UFs/GO/GO_Municipios_2025.zip",2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,FATO_035174,,v17
MIN_005,Alumínio (Bauxita),COM_CNPJ_01445576,OPE_861232_2015,,5203203,2022,325517.5802200883,ROM,-15.078747,-48.993004,SRC_ANM_PROD_BRUTA; SRC_ANM_CFEM; SRC_ANM_CADASTRO; SRC_ANM_SIGMINE; SRC_IBGE_MALHA_2025,operacao,861232/2015,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 240.645,299 e 325.517,580 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.1831763269038416,556717.3400000001,3039242.84,240645.2989576356,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,"https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv; https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arquivos (Alvara_de_Pesquisa, Cessoes_de_Direitos, Guia_de_Utilizacao_Autorizada, Licenciamento, PLG, Portaria_de_Lavra, …); https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS/GO.zip; https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_territoriais/malhas_municipais/municipio_2025/UFs/GO/GO_Municipios_2025.zip",2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,FATO_035174,,v17
MIN_005,Alumínio (Bauxita),COM_CNPJ_01445576,OPE_861283_2003,,5219456,2022,114447.5510157776,ROM,-15.07543,-49.023268,SRC_ANM_PROD_BRUTA; SRC_ANM_CFEM; SRC_ANM_CADASTRO; SRC_ANM_SIGMINE; SRC_IBGE_MALHA_2025,operacao,861283/2003,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 86.790,495 e 114.447,551 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.06440230356847694,195734.24,3039242.84,86790.49539886788,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,"https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv; https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arquivos (Alvara_de_Pesquisa, Cessoes_de_Direitos, Guia_de_Utilizacao_Autorizada, Licenciamento, PLG, Portaria_de_Lavra, …); https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS/GO.zip; https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_territoriais/malhas_municipais/municipio_2025/UFs/GO/GO_Municipios_2025.zip",2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,FATO_035174,,v17
MIN_005,Alumínio (Bauxita),COM_NAO_IDENTIFICADO,,,5203203,2022,23586.64224578988,ROM,,,SRC_ANM_PROD_BRUTA; SRC_ANM_CFEM,operacao,961230/2012,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 23.586,642 e 27.870,008 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.01327275315716463,40339.12,3039242.84,27870.00844260382,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv,2026-09-10; 2026-09-10,FATO_035174,processo sem poligonal no SIGMINE de GO: sem operation_id e coordenadas; município da CFEM; titular não identificado nas bases de título,v17
MIN_005,Alumínio (Bauxita),COM_CNPJ_23640204,OPE_860420_2005,,5203203,2022,17784.31277023405,ROM,-15.050913,-48.993349,SRC_ANM_PROD_BRUTA; SRC_ANM_CFEM; SRC_ANM_CADASTRO; SRC_ANM_SIGMINE; SRC_IBGE_MALHA_2025,operacao,860420/2005,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 17.784,313 e 28.974,431 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.01000764716780578,30415.67,3039242.84,28974.43087231899,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,"https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv; https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arquivos (Alvara_de_Pesquisa, Cessoes_de_Direitos, Guia_de_Utilizacao_Autorizada, Licenciamento, PLG, Portaria_de_Lavra, …); https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS/GO.zip; https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_territoriais/malhas_municipais/municipio_2025/UFs/GO/GO_Municipios_2025.zip",2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,FATO_035174,,v17
MIN_005,Alumínio (Bauxita),,,,,2022,1563773.32,beneficiada,,,SRC_ANM_PROD_BENEF,estado,,observado,,,,,,,valido,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv,2026-09-10,FATO_068579,total observado; a abertura estimada por operação está nas linhas de nível operação logo abaixo — não somar os dois níveis,v17
MIN_005,Alumínio (Bauxita),COM_CNPJ_61409892,OPE_861979_2005,,5203203,2022,643996.366887277,beneficiada,-15.061306,-49.001115,SRC_ANM_PROD_BENEF; SRC_ANM_CFEM; SRC_ANM_CADASTRO; SRC_ANM_SIGMINE; SRC_IBGE_MALHA_2025,operacao,861979/2005,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 643.996,367 e 779.126,974 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.4118220707891838,1251627.28,3039242.84,779126.9739731735,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,"https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv; https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arquivos (Alvara_de_Pesquisa, Cessoes_de_Direitos, Guia_de_Utilizacao_Autorizada, Licenciamento, PLG, Portaria_de_Lavra, …); https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS/GO.zip; https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_territoriais/malhas_municipais/municipio_2025/UFs/GO/GO_Municipios_2025.zip",2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,FATO_068579,,v17
MIN_005,Alumínio (Bauxita),COM_CNPJ_01133510,OPE_860260_2004,,5203203,2022,496214.8272708643,beneficiada,-15.072396,-48.993616,SRC_ANM_PROD_BENEF; SRC_ANM_CFEM; SRC_ANM_CADASTRO; SRC_ANM_SIGMINE; SRC_IBGE_MALHA_2025,operacao,860260/2004,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 446.490,622 e 496.214,827 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.3173188984135273,964409.1900000001,3039242.84,446490.6221119199,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,"https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv; https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arquivos (Alvara_de_Pesquisa, Cessoes_de_Direitos, Guia_de_Utilizacao_Autorizada, Licenciamento, PLG, Portaria_de_Lavra, …); https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS/GO.zip; https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_territoriais/malhas_municipais/municipio_2025/UFs/GO/GO_Municipios_2025.zip",2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,FATO_068579,,v17
MIN_005,Alumínio (Bauxita),COM_CNPJ_01445576,OPE_861232_2015,,5203203,2022,286446.2528678258,beneficiada,-15.078747,-48.993004,SRC_ANM_PROD_BENEF; SRC_ANM_CFEM; SRC_ANM_CADASTRO; SRC_ANM_SIGMINE; SRC_IBGE_MALHA_2025,operacao,861232/2015,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 211.761,049 e 286.446,253 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.1831763269038416,556717.3400000001,3039242.84,211761.048696867,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,"https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv; https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arquivos (Alvara_de_Pesquisa, Cessoes_de_Direitos, Guia_de_Utilizacao_Autorizada, Licenciamento, PLG, Portaria_de_Lavra, …); https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS/GO.zip; https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_territoriais/malhas_municipais/municipio_2025/UFs/GO/GO_Municipios_2025.zip",2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,FATO_068579,,v17
MIN_005,Alumínio (Bauxita),COM_CNPJ_01445576,OPE_861283_2003,,5219456,2022,100710.604066925,beneficiada,-15.07543,-49.023268,SRC_ANM_PROD_BENEF; SRC_ANM_CFEM; SRC_ANM_CADASTRO; SRC_ANM_SIGMINE; SRC_IBGE_MALHA_2025,operacao,861283/2003,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 76.373,178 e 100.710,604 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.06440230356847694,195734.24,3039242.84,76373.17829267203,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,"https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv; https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arquivos (Alvara_de_Pesquisa, Cessoes_de_Direitos, Guia_de_Utilizacao_Autorizada, Licenciamento, PLG, Portaria_de_Lavra, …); https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS/GO.zip; https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_territoriais/malhas_municipais/municipio_2025/UFs/GO/GO_Municipios_2025.zip",2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,FATO_068579,,v17
MIN_005,Alumínio (Bauxita),COM_NAO_IDENTIFICADO,,,5203203,2022,20755.57727011982,beneficiada,,,SRC_ANM_PROD_BENEF; SRC_ANM_CFEM,operacao,961230/2012,estimado,"Rateio da produção observada do AMB de Goiás (mesmo mineral, ano e base) pela participação do processo na CFEM recolhida em R$ no mineral e ano: production_t = total do AMB × participacao_cfem_brl. A CFEM dos subitens de Calcário entra em Calcário. Premissa: a mesma relação R$/t entre as operações do mineral (preço, teor e mix de produto iguais); a quantidade em t da CFEM fica só como sensibilidade (production_t_rateio_por_t) porque carrega os erros documentados na 09b/09c. É estimativa: não usar como produção observada da operação nem como denominador observado de intensidade energética operação-específica.","entre 20.755,577 e 24.524,818 t (rateio por R$ × rateio pela quantidade em t da CFEM)",0.01327275315716463,40339.12,3039242.84,24524.81823064951,estimativa_conferida_no_total,Squad 1 / Estudante 1 — checagens automáticas do pipeline (ver 14b),2022,oficial,https://dadosabertos.anm.gov.br/AMB/Producao_Beneficiada.csv; https://dadosabertos.anm.gov.br/CFEM/CFEM_Arrecadacao_2022_2026.csv,2026-09-10; 2026-09-10,FATO_068579,processo sem poligonal no SIGMINE de GO: sem operation_id e coordenadas; município da CFEM; titular não identificado nas bases de título,v17
